Depth,Top,Bottom,Na_ppb,NH4_ppb,K_ppb,Mg_ppb,Ca_ppb,Cl_ppb,NO3_ppb,SO4_ppb,Top,Bottom,Age
2147.1,2147,2147.2,49,2.59,4.81,15.2,105,96.7,87.4,171,33653.0,33666.6,33659.8
2147.3,2147.2,2147.4,45,2.8,5.48,18.7,162,83.1,100,181,33666.6,33680.2,33673.4
2147.5,2147.4,2147.6,35.1,3.61,4.68,15.8,152,69.1,92.3,196,33680.2,33693.8,33687.0
2147.7,2147.6,2147.8,39.7,4.83,5.12,15.9,156,74.6,89.4,147,33693.8,33707.4,33700.6
2147.9,2147.8,2148,56,3.17,6.31,20.7,161,106,105,208,33707.4,33721.0,33714.2
2148.1,2148,2148.2,56.3,4.05,5.76,18.6,149,107,100,199,33721.0,33735.0,33728.0
2148.3,2148.2,2148.4,52.6,3.99,6.35,20.4,194,94.9,89.3,188,33735.0,33749.0,33742.0
2148.5,2148.4,2148.6,56.6,7.36,8.26,24.5,216,102,111,239,33749.0,33763.0,33756.0
2148.7,2148.6,2148.8,47,3.87,6.09,21.5,171,83.3,95.1,186,33763.0,33777.0,33770.0
2148.9,2148.8,2149,64.8,4.9,8.17,25.5,243,113,108,276,33777.0,33791.0,33784.0
2149.1,2149,2149.2,59.3,6.23,7.68,22.7,186,117,101,275,33791.0,33804.0,33797.5
2149.7,2149.6,2149.8,40.2,3.37,5.92,20.2,194,89.5,144,188,33830.0,33843.0,33836.5
2149.9,2149.8,2150,56.3,6.7,7.78,23.4,268,119,82,278,33843.0,33856.0,33849.5
2150.1,2150,2150.2,48.8,7.85,6.86,23.3,244,103,85.3,224,33856.0,33869.2,33862.6
2150.3,2150.2,2150.4,59.4,4.63,6.74,26.4,265,103,90.9,222,33869.2,33882.4,33875.8
2150.5,2150.4,2150.6,66.5,5.38,7.21,30.1,313,108,88.8,227,33882.4,33895.6,33889.0
2150.7,2150.6,2150.8,77.9,18.8,8.57,33.7,326,149,112,267,33895.6,33908.8,33902.2
2150.9,2150.8,2151,48.6,3.41,6.18,23,244,78.7,82.5,193,33908.8,33922.0,33915.4
2151.1,2151,2151.2,65.8,5.85,7.09,27.3,286,106,96.4,243,33922.0,33935.2,33928.6
2151.3,2151.2,2151.4,79.5,8.06,8.42,30.7,333,139,104,243,33935.2,33948.4,33941.8
2151.5,2151.4,2151.6,66.5,4.72,6.9,29.6,330,102,86.5,249,33948.4,33961.6,33955.0
2151.7,2151.6,2151.8,54.2,4.15,6.71,27.4,295,87.5,93.8,234,33961.6,33974.8,33968.2
2151.9,2151.8,2152,72.1,6.34,6.84,26.9,283,116,106,243,33974.8,33988.0,33981.4
2152.1,2152,2152.2,63.4,6.06,7.45,29.7,298,108,97.5,321,33988.0,34001.2,33994.6
2152.3,2152.2,2152.4,56.9,5.15,7.39,27.8,300,97.1,93.5,201,34001.2,34014.4,34007.8
2152.5,2152.4,2152.6,53.9,5.15,5.6,24.7,242,85.2,94.3,200,34014.4,34027.6,34021.0
2152.7,2152.6,2152.8,49.2,3.52,5.23,15.1,203,83.3,80,179,34027.6,34040.8,34034.2
2152.905,2152.8,2153.01,52.6,4.18,5.13,24.3,263,85.7,91.3,203,34040.8,34054.7,34047.8
2153.105,2153.01,2153.2,71.6,8.82,7.84,31.9,345,108,100,296,34054.7,34067.2,34061.0
2153.3,2153.2,2153.4,60.1,3.95,6.38,27.8,274,98.3,88,219,34067.2,34080.4,34073.8
2153.5,2153.4,2153.6,77.4,5.63,8.17,33.7,353,126,112,255,34080.4,34093.6,34087.0
2153.7,2153.6,2153.8,56.9,4.45,5.75,25.5,260,102,99.6,214,34093.6,34106.8,34100.2
2153.9,2153.8,2154,62.5,5.99,7.69,33,316,95.8,91.4,307,34106.8,34120.0,34113.4
2154.1,2154,2154.2,67.8,6.98,6.99,29.3,318,115,99.4,276,34120.0,34133.2,34126.6
2154.3,2154.2,2154.4,68.1,4.41,6.85,28.2,240,127,97.1,240,34133.2,34146.4,34139.8
2154.5,2154.4,2154.6,58.8,4.63,6.94,28.9,290,99,83.2,305,34146.4,34159.6,34153.0
2154.7,2154.6,2154.8,101,6.3,10.3,48.6,451,174,127,612,34159.6,34172.8,34166.2
2154.9,2154.8,2155,74.7,5.49,8.05,35,311,144,109,289,34172.8,34186.0,34179.4
2155.1,2155,2155.2,47.7,4.5,5.7,26,249,82.3,80.4,203,34186.0,34198.0,34192.0
2155.3,2155.2,2155.4,60.1,5.85,6.83,28.1,276,101,97.2,249,34198.0,34210.0,34204.0
2155.5,2155.4,2155.6,65.5,5.98,7.98,36.7,322,113,97.6,270,34210.0,34222.0,34216.0
2155.7,2155.6,2155.8,54.7,10.5,5.86,26.1,241,97.8,94.4,231,34222.0,34234.0,34228.0
2155.9,2155.8,2156,67.1,17.1,7.98,30.6,329,119,110,278,34234.0,34246.0,34240.0
2156.1,2156,2156.2,61.6,4.75,6.16,26.6,246,108,89,302,34246.0,34258.8,34252.4
2156.3,2156.2,2156.4,47,4.03,6.09,25.6,251,80.6,79.3,199,34258.8,34271.6,34265.2
2156.5,2156.4,2156.6,79.5,4.83,8.26,34.8,308,147,117,273,34271.6,34284.4,34278.0
2156.7,2156.6,2156.8,57.3,8.1,7.52,30.4,282,102,105,305,34284.4,34297.2,34290.8
2156.9,2156.8,2157,65,6.15,7.73,32,280,115,96.2,275,34297.2,34310.0,34303.6
2157.1,2157,2157.2,42.1,4.8,5.28,22.4,177,82.8,82.1,187,34310.0,34323.4,34316.7
2157.5,2157.4,2157.6,60,5.3,6.56,27,243,111,99,417,34336.8,34350.2,34343.5
2157.7,2157.6,2157.8,53.1,6.83,5.62,18,162,94.3,104,194,34350.2,34363.6,34356.9
2157.9,2157.8,2158,43.6,8.65,5.56,17.2,131,103,94,232,34363.6,34377.0,34370.3
2158.1,2158,2158.2,48.8,4.64,6.23,19.4,176,91.2,91.4,192,34377.0,34388.8,34382.9
2158.3,2158.2,2158.4,49.8,3.84,6.47,22.3,211,84.8,86.4,207,34388.8,34400.6,34394.7
2158.5,2158.4,2158.6,70.8,4.38,7.22,23.5,219,117,103,228,34400.6,34412.4,34406.5
2158.71,2158.6,2158.82,56.7,4.28,6.48,21.4,189,97.2,93.3,198,34412.4,34425.4,34418.9
2158.91,2158.82,2159,60.5,5.14,6.42,20.8,191,118,114,244,34425.4,34436.0,34430.7
2159.1,2159,2159.2,64,12.7,6.69,22.1,174,117,109,205,34436.0,34448.0,34442.0
2159.3,2159.2,2159.4,45.2,7.45,5.34,15.5,140,80.8,98.2,166,34448.0,34460.0,34454.0
2159.5,2159.4,2159.6,44.8,4.12,4.92,16.6,139,79,87,151,34460.0,34472.0,34466.0
2159.7,2159.6,2159.8,60.1,7.99,5.95,18.9,175,103,109,183,34472.0,34484.0,34478.0
2160.05,2160,2160.1,33.3,11.2,5.53,13.7,73.6,57.8,78.8,227,34496.0,34501.0,34498.5
2160.2,2160.1,2160.2,56,7.09,4.16,13.1,102,109,118,142,34501.0,34506.0,34503.5
2160.3,2160.2,2160.3,34.9,14.9,3.94,11.1,84.7,70.7,117,118,34506.0,34511.0,34508.5
2160.4,2160.3,2160.4,43.6,30.6,5.77,19,96.1,69.6,59.9,464,34511.0,34516.0,34513.5
2160.5,2160.4,2160.5,32.6,9.15,4.08,10.2,75.4,62.5,92.1,105,34516.0,34521.0,34518.5
2160.6,2160.5,2160.6,18.7,3.82,2.64,6.73,49.8,38.6,67.8,61.4,34521.0,34526.0,34523.5
2160.7,2160.6,2160.7,38.7,7.37,3.3,9.3,58.6,75.3,91.1,93.4,34526.0,34531.0,34528.5
2160.8,2160.7,2160.8,29.8,4.79,2.83,8.14,56.4,51.6,85.1,94.2,34531.0,34536.0,34533.5
2160.9,2160.8,2160.9,26.3,27.6,2.34,5.74,29.7,60,60.6,75.3,34536.0,34541.0,34538.5
2160.95,2160.9,2161,22.4,4.22,3.16,5.97,39,40.5,55.6,77.9,34541.0,34546.0,34543.5
2161.05,2161,2161.1,24.3,20.9,2.34,5.97,37.3,45.1,74.2,67.9,34546.0,34550.5,34548.3
2161.2,2161.1,2161.2,25.6,9.65,2.17,6.32,41.3,49.8,75.5,72.3,34550.5,34555.0,34552.8
2161.3,2161.2,2161.3,22.3,5.65,2.92,6.42,45.9,42.5,86,71.1,34555.0,34559.5,34557.3
2161.4,2161.3,2161.4,21.6,1.95,2.22,5.71,24.4,59,38.2,60.6,34559.5,34564.0,34561.8
2161.5,2161.4,2161.5,21.9,5.42,1.9,5.43,29.9,43.5,57.4,69.2,34564.0,34568.5,34566.3
2161.6,2161.5,2161.6,23.4,5.14,2.61,7.39,59.8,45.8,104,88.7,34568.5,34573.0,34570.8
2161.7,2161.6,2161.7,17.4,2.99,1.76,5.23,32,35.5,52.5,59.6,34573.0,34577.5,34575.3
2161.8,2161.7,2161.8,22.6,3.85,1.96,5.92,37.3,39.1,50.4,67.2,34577.5,34582.0,34579.8
2161.9,2161.8,2161.9,24.2,3.98,2.7,8.04,58.9,50.7,77.7,72.7,34582.0,34586.5,34584.3
2161.95,2161.9,2162,29.2,3.8,2.8,9.49,82.8,49.6,91.4,74.8,34586.5,34591.0,34588.8
2162.05,2162,2162.1,20.6,2.79,1.93,6.26,41.6,43.4,57.9,72.7,34591.0,34596.6,34593.8
2162.2,2162.1,2162.2,21,2.78,1.93,5.42,35,45.2,71.6,60.1,34596.6,34602.2,34599.4
2162.3,2162.2,2162.3,28,5.56,2.07,6.03,39.8,50.9,72.6,80.6,34602.2,34607.8,34605.0
2162.4,2162.3,2162.4,27.7,2.79,2.24,7.81,36.8,51.7,62,122,34607.8,34613.4,34610.6
2162.5,2162.4,2162.5,20,2.69,2.01,7.57,41.4,43.2,76.1,141,34613.4,34619.0,34616.2
2162.6,2162.5,2162.6,22,3.48,1.99,6.14,33.5,46.8,73.1,100,34619.0,34624.6,34621.8
2162.7,2162.6,2162.7,26.5,2.47,1.89,6.18,37.3,50.4,70.2,59.1,34624.6,34630.2,34627.4
2162.8,2162.7,2162.8,61.4,3.85,3.51,10.2,65.6,108,86.9,125,34630.2,34635.8,34633.0
2162.9,2162.8,2162.9,29.5,3.38,2.17,8.65,40.8,52.3,54.5,127,34635.8,34641.4,34638.6
2162.95,2162.9,2163,22.5,2.35,2.05,6.1,31.4,46.9,56,74.1,34641.4,34647.0,34644.2
2163.05,2163,2163.1,36.7,3.56,2.61,7.07,55.2,67.5,95.1,80.9,34647.0,34651.8,34649.4
2163.2,2163.1,2163.2,38.2,10.8,3.38,8.91,64.5,72.3,84,122,34651.8,34656.6,34654.2
2163.3,2163.2,2163.3,26.4,1.81,2.26,6.81,38.7,52.5,68.2,63.4,34656.6,34661.4,34659.0
2163.4,2163.3,2163.4,23.4,4.98,2.78,6.32,47.2,44.7,71.9,82.4,34661.4,34666.2,34663.8
2163.5,2163.4,2163.5,26.7,4.64,2.59,6.88,47,47.3,58.3,89.2,34666.2,34671.0,34668.6
2163.6,2163.5,2163.6,32.2,7.55,2.83,8.34,66.2,53.7,75.1,94.3,34671.0,34675.8,34673.4
2163.7,2163.6,2163.7,23.9,5.83,3.14,9.59,59.9,52,68,131,34675.8,34680.6,34678.2
2163.8,2163.7,2163.8,23.4,9.05,3.12,8.93,52.7,49.5,56.4,137,34680.6,34685.4,34683.0
2163.9,2163.8,2163.9,33.1,4.27,2.64,8.41,65.6,62.1,79.4,103,34685.4,34690.2,34687.8
2163.95,2163.9,2164,35,2.14,2.9,10,53.1,68.2,62.1,111,34690.2,34695.0,34692.6
2164.05,2164,2164.1,34,3.09,2.46,7.65,45.4,62.7,66.3,85.8,34695.0,34699.9,34697.5
2164.2,2164.1,2164.2,29.2,2.34,3.04,8.2,57.8,56,85.4,78.7,34699.9,34704.8,34702.4
2164.3,2164.2,2164.3,26.8,8.62,2.94,8.09,59.9,59,81,82.1,34704.8,34709.7,34707.3
2164.4,2164.3,2164.4,29.8,3.87,3.09,10,68.6,57.5,63.6,136,34709.7,34714.6,34712.2
2164.5,2164.4,2164.5,43,6.16,3.57,11,67.6,82.8,81.9,113,34714.6,34719.5,34717.1
2164.6,2164.5,2164.6,48.5,16,4.23,12.5,83.1,94.2,109,138,34719.5,34724.4,34722.0
2164.7,2164.6,2164.7,29.7,4.62,3.17,11.1,60.6,52.6,71.1,165,34724.4,34729.3,34726.9
2164.8,2164.7,2164.8,42.6,13.9,3.52,11.6,62.1,84.5,83.6,135,34729.3,34734.2,34731.8
2164.9,2164.8,2164.9,34.1,2.7,2.83,8.13,49.4,65.9,73.3,76.9,34734.2,34739.1,34736.7
2164.95,2164.9,2165,23.7,2.47,2.56,6.86,57,48.8,76,83.4,34739.1,34744.0,34741.6
2165.05,2165,2165.1,45.3,5.85,3.12,10.1,58.3,90.6,80.1,114,34744.0,34748.8,34746.4
2165.2,2165.1,2165.2,27.5,5.61,3.25,9.35,63.1,60.6,92.6,70.4,34748.8,34753.6,34751.2
2165.3,2165.2,2165.3,48.6,3.84,3.18,8.8,49.2,96.6,79.1,79.9,34753.6,34758.4,34756.0
2165.4,2165.3,2165.4,45.9,5.57,3.48,12.4,58.1,97.9,60.3,144,34758.4,34763.2,34760.8
2165.5,2165.4,2165.5,34.8,5.89,2.78,8.26,61.3,64.9,86.6,100,34763.2,34768.0,34765.6
2165.6,2165.5,2165.6,40.5,2.36,2.96,7.78,47.7,72.8,64.9,72.9,34768.0,34772.8,34770.4
2165.7,2165.6,2165.7,71.5,7.12,5.64,15.8,101,128,91,180,34772.8,34777.6,34775.2
2165.8,2165.7,2165.8,37,5.11,3.2,8.75,54.5,65.8,74.4,111,34777.6,34782.4,34780.0
2165.9,2165.8,2165.9,26.3,5.22,3.6,7.53,54.4,50.6,78.4,102,34782.4,34787.2,34784.8
2165.95,2165.9,2166,17.5,3.28,2.26,5.73,34.2,36.7,56.5,62.6,34787.2,34792.0,34789.6
2166.05,2166,2166.1,60,6.9,4.69,13.9,94.4,103,103,160,34792.0,34796.9,34794.5
2166.2,2166.1,2166.2,27,3.37,3.13,10.8,85.5,49.7,79.8,87.4,34796.9,34801.8,34799.4
2166.3,2166.2,2166.3,29.5,6.4,2.92,8.12,57.7,55.1,74.8,94.1,34801.8,34806.7,34804.3
2166.4,2166.3,2166.4,34.7,10.8,3.48,10.7,94.6,62.2,101,103,34806.7,34811.6,34809.2
2166.5,2166.4,2166.5,21.1,4.38,2.08,5.95,32.5,41.2,48.2,78.6,34811.6,34816.5,34814.1
2166.6,2166.5,2166.6,24,4.17,4.11,6.57,43.9,49,90.1,66.5,34816.5,34821.4,34819.0
2166.7,2166.6,2166.7,48.6,7.41,4.19,9.44,46.1,83.8,72.4,127,34821.4,34826.3,34823.9
2166.8,2166.7,2166.8,46.3,3.62,3.12,8.14,47.1,91.6,81.1,83.1,34826.3,34831.2,34828.8
2166.9,2166.8,2166.9,26.8,2.08,2.52,6.31,35.4,56.3,54,72.9,34831.2,34836.1,34833.7
2166.95,2166.9,2167,23.8,4.36,2.64,7.9,45.4,41.7,60.8,111,34836.1,34841.0,34838.6
2167.08,2167.03,2167.12,23.2,6.25,2.79,9.39,56.6,47.1,56.4,166,34842.3,34846.2,34844.3
2167.17,2167.12,2167.21,36,3.3,2.64,7.87,49.6,67.5,89.7,88.1,34846.2,34850.0,34848.1
2167.255,2167.21,2167.3,16.7,6.03,1.79,5.81,35,35.8,57,95.1,34850.0,34853.9,34852.0
2167.4,2167.3,2167.4,24.4,6.38,1.95,6.7,31.3,52.1,68.8,109,34853.9,34858.2,34856.1
2167.5,2167.4,2167.5,20.4,7.02,2.14,6.76,40.6,40.4,56.1,139,34858.2,34862.5,34860.4
2167.6,2167.5,2167.6,17.1,5.66,1.61,4.14,23.6,35.7,51,46.9,34862.5,34866.8,34864.7
2167.7,2167.6,2167.7,26.6,6.48,1.82,5.77,29.3,48.1,60.5,63.8,34866.8,34871.1,34869.0
2167.8,2167.7,2167.8,23.4,4.05,2.19,6.24,46.4,48,82.7,58.5,34871.1,34875.4,34873.3
2167.9,2167.8,2167.9,18.1,3.3,1.99,5.59,32.1,40.6,58.6,49.2,34875.4,34879.7,34877.6
2167.95,2167.9,2168,24.8,2.09,1.94,5.4,33.8,48.3,70.4,54.9,34879.7,34884.0,34881.9
2168.05,2168,2168.1,23.3,6.8,2.12,7.21,32.8,44.1,44.8,118,34884.0,34888.3,34886.2
2168.2,2168.1,2168.2,15.6,2.92,1.69,5.83,34.2,33,63.6,47.3,34888.3,34892.6,34890.5
2168.3,2168.2,2168.3,22.3,4.05,4.01,5.09,35.7,39,56.5,61,34892.6,34896.9,34894.8
2168.4,2168.3,2168.4,21.1,3.36,2.17,5.91,41.8,39.9,68.3,50,34896.9,34901.2,34899.1
2168.5,2168.4,2168.5,26.9,2.96,1.81,4.97,30.2,48.8,50,58.2,34901.2,34905.5,34903.4
2168.6,2168.5,2168.6,26.4,7.67,5.71,5.17,39.2,46.2,69.4,57.3,34905.5,34909.8,34907.7
2168.7,2168.6,2168.7,23.1,2.94,3.67,6.35,45.1,43.7,74,60.3,34909.8,34914.1,34912.0
2168.8,2168.7,2168.8,26.4,2.2,2.37,8.1,58.2,48.8,78.1,68.5,34914.1,34918.4,34916.3
2168.9,2168.8,2168.9,15.4,6.08,1.82,5.52,34.2,38.1,68.3,56.6,34918.4,34922.7,34920.6
2168.95,2168.9,2169,20.6,6.96,1.54,4.39,25.9,42,59.4,53.1,34922.7,34927.0,34924.9
2169.05,2169,2169.1,15.8,18.9,1.69,4.71,28,52.1,46.2,68.7,34927.0,34931.5,34929.3
2169.3,2169.2,2169.3,17.9,2.85,1.73,5.57,37.4,41.9,86.5,63.1,34936.0,34940.5,34938.3
2169.4,2169.3,2169.4,33.4,3.49,2.46,9.89,46,60.9,50.3,179,34940.5,34945.0,34942.8
2169.5,2169.4,2169.5,17,3.79,1.62,4.56,25.3,38.2,70,42,34945.0,34949.5,34947.3
2169.6,2169.5,2169.6,25.9,2.82,1.94,5.34,35.5,49,68.6,64,34949.5,34954.0,34951.8
2169.7,2169.6,2169.7,23,4.13,2.07,6.31,39.2,47.6,72.9,70.3,34954.0,34958.5,34956.3
2169.8,2169.7,2169.8,24.9,5.53,1.79,4.66,26.8,47.7,68.4,71.3,34958.5,34963.0,34960.8
2169.9,2169.8,2169.9,25,3.59,2.7,6.67,34.6,47.4,56,66.7,34963.0,34967.5,34965.3
2169.95,2169.9,2170,27.1,2.84,1.94,6.52,35.3,44.3,62.9,36.3,34967.5,34972.0,34969.8
2170.1,2170,2170.2,19.4,2.94,1.63,4.51,28.7,38.9,69.8,52.4,34972.0,34981.6,34976.8
2170.3,2170.2,2170.4,19.7,2.48,1.76,4.53,36.4,38.9,63.3,54,34981.6,34991.2,34986.4
2170.5,2170.4,2170.6,23.9,2.47,2.13,6.7,41.2,48.2,72.5,72.5,34991.2,35000.8,34996.0
2170.7,2170.6,2170.8,22.3,2.48,3.86,5.79,38.6,43.4,74.7,54.5,35000.8,35010.4,35005.6
2170.9,2170.8,2171,25.4,3.38,2.14,5.91,41.4,47.3,69.4,64.2,35010.4,35020.0,35015.2
2171.1,2171,2171.2,22.3,4.83,2.37,5.51,35.9,44.3,72.9,55.6,35020.0,35028.4,35024.2
2171.3,2171.2,2171.4,15.8,1.92,1.72,5.09,37.5,31.5,61.5,64.6,35028.4,35036.8,35032.6
2171.5,2171.4,2171.6,19.5,3.22,2.21,5.31,35.2,38.3,63.1,73.8,35036.8,35045.2,35041.0
2171.7,2171.6,2171.8,24.8,2.32,2.13,6.42,37.5,48.1,70.8,78.3,35045.2,35053.6,35049.4
2171.9,2171.8,2172,20.5,2.99,2.02,6.11,52.5,35.8,72.2,75.7,35053.6,35062.0,35057.8
2172.1,2172,2172.2,18.9,2.12,1.84,5.61,42.4,36.9,69.9,58.9,35062.0,35070.2,35066.1
2172.3,2172.2,2172.4,20.2,2.29,1.67,5.65,38.5,39.6,69.5,70.3,35070.2,35078.4,35074.3
2172.5,2172.4,2172.6,24.4,2.08,1.94,5.94,38,48.1,72.3,65.9,35078.4,35086.6,35082.5
2172.7,2172.6,2172.8,25.8,2.13,2.31,6.98,43.7,51.7,70.6,89.1,35086.6,35094.8,35090.7
2172.9,2172.8,2173,22.4,2.86,2.07,6.12,40,46.2,65.8,60.1,35094.8,35103.0,35098.9
2173.1,2173,2173.2,26.2,3.08,2.14,6.67,45.8,48.3,74.2,80.2,35103.0,35111.8,35107.4
2173.3,2173.2,2173.4,17.3,1.74,1.62,5.31,33.2,35.9,63.7,65.6,35111.8,35120.6,35116.2
2173.5,2173.4,2173.6,18.5,2.47,1.76,5.18,34.2,37,73,65,35120.6,35129.4,35125.0
2173.7,2173.6,2173.8,19.7,2.12,1.52,5.06,26.5,42.7,55.7,57.1,35129.4,35138.2,35133.8
2173.9,2173.8,2174,15.7,1.54,1.5,10.6,39.9,35,73.4,61.6,35138.2,35147.0,35142.6
2174.1,2174,2174.2,22.2,2.09,1.73,5.42,31.3,43,65.5,55.7,35147.0,35154.6,35150.8
2174.3,2174.2,2174.4,23.7,1.71,1.81,5.12,33.6,44.8,66.8,53.1,35154.6,35162.2,35158.4
2174.5,2174.4,2174.6,15.6,1.05,1.34,4.51,25.4,35,54.8,56.6,35162.2,35169.8,35166.0
2174.7,2174.6,2174.8,16.2,2,1.48,4.48,27.9,34.2,60.9,46.2,35169.8,35177.4,35173.6
2174.9,2174.8,2175,18.4,2.38,1.68,6.33,35.2,38.8,55.4,96.3,35177.4,35185.0,35181.2
2175.1,2175,2175.2,24.8,2.02,1.92,6.03,33.2,47.9,66.9,65.6,35185.0,35194.4,35189.7
2175.3,2175.2,2175.4,21.4,1.88,1.92,6.29,39,44.1,71,79.6,35194.4,35203.8,35199.1
2175.485,2175.4,2175.57,22,2.38,1.63,5.29,32,41.9,63,58.2,35203.8,35211.8,35207.8
2175.685,2175.57,2175.8,23.7,3.51,1.93,5.54,34.3,47.3,63.8,55.5,35211.8,35222.6,35217.2
2175.9,2175.8,2176,19.9,1.71,1.63,5.01,32.8,40.9,56.8,58.3,35222.6,35232.0,35227.3
2176.05,2176,2176.1,18.9,3.48,1.88,4.89,31.4,39.7,63.2,60.6,35232.0,35235.8,35233.9
2176.2,2176.1,2176.2,19.4,1.33,1.58,4.67,26.3,39.3,57.6,48.9,35235.8,35239.6,35237.7
2176.3,2176.2,2176.3,24.7,2.81,1.92,6.69,40.5,50.8,78.5,63.4,35239.6,35243.4,35241.5
2176.4,2176.3,2176.4,23.1,1.24,1.5,4.58,25.7,45.5,52.5,45,35243.4,35247.2,35245.3
2176.5,2176.4,2176.5,25.1,4.99,1.57,4.62,24,47.1,55.4,54.2,35247.2,35251.0,35249.1
2176.6,2176.5,2176.6,18.7,2.21,1.8,5.54,33,42.3,60,50.2,35251.0,35254.8,35252.9
2176.7,2176.6,2176.7,19,2.8,1.69,4.91,33.5,37,67.9,53.7,35254.8,35258.6,35256.7
2176.8,2176.7,2176.8,24.1,2.02,1.57,5.32,23.6,47.1,54.3,44.7,35258.6,35262.4,35260.5
2176.9,2176.8,2176.9,24.1,3.16,2.34,5.7,28.4,43,56.6,55.8,35262.4,35266.2,35264.3
2176.95,2176.9,2177,32.4,2.54,2.36,7.26,41.6,59.9,77.9,70.2,35266.2,35270.0,35268.1
2177.05,2177,2177.1,29.4,2.7,1.94,6.41,29.8,55.5,51.7,62.4,35270.0,35275.4,35272.7
2177.2,2177.1,2177.2,18.8,2.33,1.77,5.9,42.3,36.1,64.8,68.4,35275.4,35280.8,35278.1
2177.3,2177.2,2177.3,15.3,1.84,1.82,5.75,36.5,33,55.3,58.6,35280.8,35286.2,35283.5
2177.4,2177.3,2177.4,19.6,3.2,2.09,6.09,44.3,35.8,68.8,64.5,35286.2,35291.6,35288.9
2177.5,2177.4,2177.5,26.7,2.31,2.51,7.78,51.4,53.3,63.5,58.7,35291.6,35297.0,35294.3
2177.6,2177.5,2177.6,20.4,5.18,2.13,6.99,57.6,41.6,57.8,72.3,35297.0,35302.4,35299.7
2177.7,2177.6,2177.7,36.9,2.78,3.04,11.9,91.4,63.3,84.5,178,35302.4,35307.8,35305.1
2177.8,2177.7,2177.8,36.9,2.23,3,10.6,61.9,62.2,64.2,128,35307.8,35313.2,35310.5
2177.9,2177.8,2177.9,23.3,2.72,2.48,10.9,64.1,47.8,61.7,76.7,35313.2,35318.6,35315.9
2177.95,2177.9,2178,40.6,2.98,3.59,12.1,83.8,81.8,70.7,126,35318.6,35324.0,35321.3
2178.05,2178,2178.1,41.2,4.43,5,17.9,143,83.8,79.5,167,35324.0,35330.1,35327.1
2178.2,2178.1,2178.2,61.8,3.84,5.27,18.6,135,111,67.5,151,35330.1,35336.2,35333.2
2178.3,2178.2,2178.3,45.9,6.41,5.12,17.9,140,85,80.1,149,35336.2,35342.3,35339.3
2178.4,2178.3,2178.4,57.3,3.31,5.73,22.3,190,98.2,97.5,209,35342.3,35348.4,35345.4
2178.5,2178.4,2178.5,49.7,6.26,4.95,16.9,142,84.7,82.7,160,35348.4,35354.5,35351.5
2178.6,2178.5,2178.6,57.9,18.1,6.41,21.9,198,102,95.2,222,35354.5,35360.6,35357.6
2178.7,2178.6,2178.7,45.1,4.68,5.6,18.8,190,78.8,77.1,178,35360.6,35366.7,35363.7
2178.8,2178.7,2178.8,63,5.32,8.18,27.4,295,98.2,96.4,312,35366.7,35372.8,35369.8
2178.9,2178.8,2178.9,62.1,6.69,7.37,26,225,109,101,238,35372.8,35378.9,35375.9
2178.95,2178.9,2179,65.2,4.41,6.03,21.2,187,110,94,233,35378.9,35385.0,35382.0
2179.1,2179,2179.2,76,5.53,8.12,33.5,303,116,101,451,35385.0,35397.4,35391.2
2179.3,2179.2,2179.4,52.6,3.31,5.8,18.9,175,94.2,89.9,186,35397.4,35409.8,35403.6
2179.5,2179.4,2179.6,54.9,4.44,5.6,19.7,187,95.6,92.7,212,35409.8,35422.2,35416.0
2179.7,2179.6,2179.8,64.1,6.48,6.28,25.9,221,109,96.3,236,35422.2,35434.6,35428.4
2179.9,2179.8,2180,67.6,4.63,7.39,31.3,288,121,100,264,35434.6,35447.0,35440.8
2180.1,2180,2180.2,58.3,6.26,6.02,27.2,261,107,95.4,350,35447.0,35459.4,35453.2
2180.3,2180.2,2180.4,65,5.24,6.25,26.6,241,116,106,227,35459.4,35471.8,35465.6
2180.5,2180.4,2180.6,55.3,5.04,7.2,23.7,226,95.7,98.8,227,35471.8,35484.2,35478.0
2180.7,2180.6,2180.8,51,8.12,6.05,20,180,97.8,93,233,35484.2,35496.6,35490.4
2180.9,2180.8,2181,44.8,4.99,5.48,19,172,77.4,80,167,35496.6,35509.0,35502.8
2181.1,2181,2181.2,64.2,5.87,7.23,26.1,215,112,103,235,35509.0,35521.4,35515.2
2181.3,2181.2,2181.4,49.7,4.64,6.51,21.5,185,93.7,91.8,202,35521.4,35533.8,35527.6
2181.5,2181.4,2181.6,58.3,4.88,6.32,21.3,190,106,89.5,184,35533.8,35546.2,35540.0
2181.7,2181.6,2181.8,40.5,3.5,5.08,18.5,167,69.9,84.9,168,35546.2,35558.6,35552.4
2181.9,2181.8,2182,67.6,4.96,7.81,26,248,106,97.5,268,35558.6,35571.0,35564.8
2182.1,2182,2182.2,57.4,4.02,6.81,22.4,191,98.8,106,281,35571.0,35583.4,35577.2
2182.3,2182.2,2182.4,58.3,6.28,6.84,23.9,220,99.8,89.6,254,35583.4,35595.8,35589.6
2182.5,2182.4,2182.6,64.2,5.47,6.75,23.8,229,100,96.8,264,35595.8,35608.2,35602.0
2182.7,2182.6,2182.8,69,5.11,8.3,29,283,108,101,324,35608.2,35620.6,35614.4
2182.9,2182.8,2183,66.4,17.2,8.02,27.7,253,100,91.5,272,35620.6,35633.0,35626.8
