Depth,Top,Bottom,Na_ppb,NH4_ppb,K_ppb,Mg_ppb,Ca_ppb,Cl_ppb,NO3_ppb,SO4_ppb,Top,Bottom,Age
2183.1,2183,2183.2,56.3,18.8,7.19,23,223,74.7,80.6,240,35633.0,35647.6,35640.3
2183.3,2183.2,2183.4,90.1,6.91,9.83,31.4,287,142,120,302,35647.6,35662.2,35654.9
2183.5,2183.4,2183.6,49.5,6.56,6.33,22.5,217,83.4,86.7,233,35662.2,35676.8,35669.5
2183.7,2183.6,2183.8,45.6,5.99,6.14,20.4,165,81.5,80.5,220,35676.8,35691.4,35684.1
2183.9,2183.8,2184,72.2,7.4,8.36,28.7,281,115,102,257,35691.4,35706.0,35698.7
2184.1,2184,2184.2,65.5,6.33,7.51,26.7,244,101,101,327,35706.0,35718.8,35712.4
2184.3,2184.2,2184.4,85.5,5.45,9.13,29.9,273,149,117,379,35718.8,35731.6,35725.2
2184.5,2184.4,2184.6,65.9,8.73,8.87,28.9,288,107,92.3,280,35731.6,35744.4,35738.0
2184.7,2184.6,2184.8,85.4,5.47,9.77,32.2,314,138,121,345,35744.4,35757.2,35750.8
2184.9,2184.8,2185,73.8,7.64,9.26,26.5,284,111,108,282,35757.2,35770.0,35763.6
2185.1,2185,2185.2,80.3,8.57,8.8,31.3,289,116,113,329,35770.0,35781.4,35775.7
2185.3,2185.2,2185.4,80.2,7.44,10.1,35,312,126,111,319,35781.4,35792.8,35787.1
2185.5,2185.4,2185.6,79.7,6.87,9.92,36.6,348,118,118,392,35792.8,35804.2,35798.5
2185.7,2185.6,2185.8,57.6,5.7,7.7,26.5,249,93,90.7,266,35804.2,35815.6,35809.9
2185.9,2185.8,2186,59.4,12.7,7.38,23.7,223,92.2,95.1,227,35815.6,35827.0,35821.3
2186.1,2186,2186.2,53.3,6.16,6.58,21.3,210,87.5,89.2,189,35827.0,35838.6,35832.8
2186.3,2186.2,2186.4,83,6.92,8.58,30.5,308,124,108,294,35838.6,35850.2,35844.4
2186.5,2186.4,2186.6,61.9,6.01,7.33,26.6,276,96.8,93.2,234,35850.2,35861.8,35856.0
2186.7,2186.6,2186.8,45.4,3.84,5.51,19.5,185,79.3,82.6,189,35861.8,35873.4,35867.6
2186.9,2186.8,2187,69.1,6.81,7.91,26,244,113,106,222,35873.4,35885.0,35879.2
2187.1,2187,2187.2,55.5,5.76,6.4,22,210,91.8,92.1,211,35885.0,35896.6,35890.8
2187.3,2187.2,2187.4,59.6,13,8.49,26.8,260,96.4,85.2,265,35896.6,35908.2,35902.4
2187.5,2187.4,2187.6,65.1,6.24,8.07,29,265,100,102,230,35908.2,35919.8,35914.0
2187.7,2187.6,2187.8,73.2,6.07,7.62,26.9,248,108,101,232,35919.8,35931.4,35925.6
2187.9,2187.8,2188,54.7,7.97,8.26,27.7,227,81.5,97.5,354,35931.4,35943.0,35937.2
2188.1,2188,2188.2,54,7.62,6.63,25,232,85.7,88.7,271,35943.0,35955.6,35949.3
2188.3,2188.2,2188.4,50.4,7.74,6.19,27.9,201,83.1,87.7,215,35955.6,35968.2,35961.9
2188.5,2188.4,2188.6,66.8,7.74,8.33,27.1,259,114,102,281,35968.2,35980.8,35974.5
2188.7,2188.6,2188.8,65,9.01,8.44,23.7,241,107,108,307,35980.8,35993.4,35987.1
2188.9,2188.8,2189,71.5,11.1,8.66,25.6,246,119,105,284,35993.4,36006.0,35999.7
2189.1,2189,2189.2,52.7,5.57,7.95,26.8,296,75.6,89,219,36006.0,36017.0,36011.5
2189.3,2189.2,2189.4,42,5.33,6.13,20.5,178,72.3,76.5,175,36017.0,36028.0,36022.5
2189.5,2189.4,2189.6,75.4,6.31,9.63,32.1,328,116,109,322,36028.0,36039.0,36033.5
2189.7,2189.6,2189.8,47.7,6.09,6.61,20.2,177,89.1,86.8,189,36039.0,36050.0,36044.5
2189.9,2189.8,2190,63.3,8.16,7.99,26.8,244,105,105,256,36050.0,36061.0,36055.5
2190.1,2190,2190.2,63.7,7.37,7.21,24,230,103,103,235,36061.0,36072.0,36066.5
2190.3,2190.2,2190.4,37.2,5.89,5.42,16.4,139,67,79,149,36072.0,36083.0,36077.5
2190.5,2190.4,2190.6,35.7,4.55,4.32,13.9,107,68.9,76.8,124,36083.0,36094.0,36088.5
2190.7,2190.6,2190.8,39.8,4.65,4.64,16.2,148,62.7,88.3,143,36094.0,36105.0,36099.5
2190.9,2190.8,2191,51.8,7.74,6.7,20.7,193,94.6,94.8,221,36105.0,36116.0,36110.5
2191.1,2191,2191.2,50.6,6.73,5.96,19.4,171,92.2,101,183,36116.0,36127.0,36121.5
2191.3,2191.2,2191.4,54,7.18,7.41,17.8,145,101,92.8,171,36127.0,36138.0,36132.5
2191.5,2191.4,2191.6,54.1,4.48,5.88,19.6,164,98.7,98.4,197,36138.0,36149.0,36143.5
2191.7,2191.6,2191.8,59.5,8.15,6.43,20.3,166,110,103,210,36149.0,36160.0,36154.5
2191.9,2191.8,2192,44.4,5.61,5.33,16.5,123,83.3,92.2,148,36160.0,36171.0,36165.5
2192.1,2192,2192.2,53.4,7.53,5.8,20.4,152,96,103,236,36171.0,36182.0,36176.5
2192.3,2192.2,2192.4,44.9,8.05,4.62,15.5,109,93.7,99,138,36182.0,36193.0,36187.5
2192.5,2192.4,2192.6,64.9,14.4,8.38,22.6,186,129,105,196,36193.0,36204.0,36198.5
2192.7,2192.6,2192.8,38.1,10.2,4.53,15.6,113,69.9,85.6,115,36204.0,36215.0,36209.5
2192.9,2192.8,2193,35.8,6.77,3.96,13.6,91.8,69,77.8,123,36215.0,36226.0,36220.5
2193.1,2193,2193.2,32.1,4.64,3.21,11,81.6,58.2,75.4,93.6,36226.0,36235.6,36230.8
2193.3,2193.2,2193.4,34.1,4.74,3.28,9.35,61.4,61.2,70.4,83.1,36235.6,36245.2,36240.4
2193.5,2193.4,2193.6,35.4,6.5,3.72,13.3,92.1,65.3,90.1,99.5,36245.2,36254.8,36250.0
2193.9,2193.8,2194,38.5,7.41,3.06,9.62,55.8,70.9,80.2,87.2,36264.4,36274.0,36269.2
2194.1,2194,2194.2,42.5,3.75,3.48,10.8,60.6,77.2,82,80,36274.0,36284.8,36279.4
2194.3,2194.2,2194.4,25.2,5.78,2.67,9.26,65,44.8,83.2,79.9,36284.8,36295.6,36290.2
2194.5,2194.4,2194.6,29,4.96,2.88,10.5,68.4,54.4,75.5,102,36295.6,36306.4,36301.0
2194.9,2194.8,2195,17.5,5.06,2.21,7.03,45.7,35,66.8,63.6,36317.2,36328.0,36322.6
2195.1,2195,2195.2,28.9,3.44,3.94,9.14,63.1,51.3,75,94.8,36328.0,36337.6,36332.8
2195.3,2195.2,2195.4,28.7,3.65,2.84,8.92,51.1,54.1,74.4,90.3,36337.6,36347.2,36342.4
2195.5,2195.4,2195.6,26.3,7.87,2.09,7.66,47.2,49.6,72.6,76.5,36347.2,36356.8,36352.0
2195.7,2195.6,2195.8,28.4,20,2.99,9.3,52.2,57.2,75,76.2,36356.8,36366.4,36361.6
2195.9,2195.8,2196,53.3,4.97,3.9,13.1,76.1,90.3,82.1,134,36366.4,36376.0,36371.2
2196.1,2196,2196.2,33.6,4.93,2.66,8.88,56.8,57.2,84.2,80.9,36376.0,36386.0,36381.0
2196.3,2196.2,2196.4,26.3,4.87,2.39,8.13,50.1,48.9,78.6,80.6,36386.0,36396.0,36391.0
2196.5,2196.4,2196.6,26.7,8.78,2.29,9.55,53.7,47.2,74.2,77.4,36396.0,36406.0,36401.0
2196.7,2196.6,2196.8,39.8,3.71,3.12,10.8,63.8,70.9,81.3,106,36406.0,36416.0,36411.0
2197.1,2197,2197.2,22,11,2.42,8.26,60.9,38.5,71.4,73.1,36426.0,36437.0,36431.5
2197.3,2197.2,2197.4,30.1,3.72,4.35,8.42,56.1,49.1,74,81.9,36437.0,36448.0,36442.5
2197.5,2197.4,2197.6,32.2,5.03,2.73,9.99,49.8,60.4,66.8,112,36448.0,36459.0,36453.5
2197.7,2197.6,2197.8,27.6,5.66,3.01,10.7,68.7,48.2,75.9,113,36459.0,36470.0,36464.5
2197.9,2197.8,2198,32.1,5.58,3.11,10.4,68.6,56.2,71.4,106,36470.0,36481.0,36475.5
2198.3,2198.2,2198.4,51.5,4.37,4.53,13.4,105,79.7,87.8,115,36492.0,36503.0,36497.5
2198.5,2198.4,2198.6,35.8,12.2,4,12.7,104,65.6,95.2,112,36503.0,36514.0,36508.5
2198.7,2198.6,2198.8,36.1,4.23,3.61,12.7,99.8,61.2,91.9,122,36514.0,36525.0,36519.5
2198.9,2198.8,2199,31.2,6.71,3.58,11.8,86.6,57.2,80.1,92.3,36525.0,36536.0,36530.5
2199.1,2199,2199.2,31.2,3.66,3.27,9.87,70,56.6,78.5,80.1,36536.0,36547.0,36541.5
2199.3,2199.2,2199.4,33.4,5.3,3.31,10.8,76,60.2,75.4,104,36547.0,36558.0,36552.5
2199.5,2199.4,2199.6,31.2,6.2,2.82,9.79,72.2,52.9,78.3,92.5,36558.0,36569.0,36563.5
2199.7,2199.6,2199.8,43,8.32,3.57,11.3,67.8,72.8,77.6,80.4,36569.0,36580.0,36574.5
2199.9,2199.8,2200,41.1,14.2,3.5,10.9,73.7,70.6,87.9,107,36580.0,36591.0,36585.5
2200.1,2200,2200.2,33.7,4.67,2.94,8.98,52.4,60.5,69.1,78.8,36591.0,36603.2,36597.1
2200.3,2200.2,2200.4,31,2.42,2.56,9.68,53.8,54.5,68.3,114,36603.2,36615.4,36609.3
2200.5,2200.4,2200.6,33.3,4.64,3.07,9.29,66.9,58.9,93.4,86,36615.4,36627.6,36621.5
2200.7,2200.6,2200.8,35.9,5.24,3.31,11.4,76,65.3,90.9,109,36627.6,36639.8,36633.7
2200.9,2200.8,2201,30.9,3.92,2.86,8.79,58.7,60.9,89.4,83.5,36639.8,36652.0,36645.9
2201.1,2201,2201.2,25.8,3.55,2.32,6.83,43.9,47.1,71.1,67.9,36652.0,36663.4,36657.7
2201.3,2201.2,2201.4,47.9,11.5,4.19,12.8,88.8,83.2,88.2,114,36663.4,36674.8,36669.1
2201.5,2201.4,2201.6,33.3,7.55,2.92,9.51,64.9,59.6,76.9,96.6,36674.8,36686.2,36680.5
2201.7,2201.6,2201.8,23.8,5.48,2.79,9.52,59.4,44.1,71.7,109,36686.2,36697.6,36691.9
2201.9,2201.8,2202,29.3,10.7,2.83,8.6,60.5,50.5,84.1,85.1,36697.6,36709.0,36703.3
2202.1,2202,2202.2,34,6.3,3.32,9.62,67.4,60.6,80.2,113,36709.0,36721.0,36715.0
2202.3,2202.2,2202.4,26.2,32.1,6.32,8.66,51.9,46.7,92.3,144,36721.0,36733.0,36727.0
2202.5,2202.4,2202.6,28,5.98,2.55,10.2,56.8,50,70.5,150,36733.0,36745.0,36739.0
2202.7,2202.6,2202.8,30.5,5.48,2.79,11.2,68.9,53.7,85.5,181,36745.0,36757.0,36751.0
2202.9,2202.8,2203,31.4,17.2,2.9,10.5,56.3,55.7,83.7,157,36757.0,36769.0,36763.0
2203.1,2203,2203.2,30.8,4.15,3.02,11.4,48.1,54.3,80.9,193,36769.0,36779.6,36774.3
2203.3,2203.2,2203.4,24.2,5.37,2.19,7.73,56.6,63.2,94,96.1,36779.6,36790.2,36784.9
2203.5,2203.4,2203.6,24.2,5.78,2.07,6.15,41.2,43.1,75.5,86.2,36790.2,36800.8,36795.5
2203.7,2203.6,2203.8,20.6,3.18,1.7,5.54,34.6,44.6,70.5,57.2,36800.8,36811.4,36806.1
2203.9,2203.8,2204,17.2,4.99,2.13,4.84,24.8,39.1,74.8,53.7,36811.4,36822.0,36816.7
2204.05,2204,2204.1,14.4,3.85,1.33,5.1,33.1,35.6,53.4,52.1,36822.0,36827.2,36824.6
2204.2,2204.1,2204.2,18.7,5.73,1.47,6.37,23.5,31.5,73.7,56.8,36827.2,36832.4,36829.8
2204.3,2204.2,2204.3,18.3,19.7,5.73,5.93,33.6,37,48.8,70.7,36832.4,36837.6,36835.0
2204.4,2204.3,2204.4,14.6,4.4,1.48,5.25,34.3,37,82,57.6,36837.6,36842.8,36840.2
2204.5,2204.4,2204.5,18.8,6.34,1.53,5.63,24.8,35.4,62.3,108,36842.8,36848.0,36845.4
2204.6,2204.5,2204.6,25.2,10.4,2,5.97,29.7,57.8,62.8,69.9,36848.0,36853.2,36850.6
2204.7,2204.6,2204.7,19.9,8.07,1.95,5.92,37.5,39.3,69.6,73.1,36853.2,36858.4,36855.8
2204.745,2204.7,2204.79,17.9,2.45,1.95,4.53,32.6,33.3,60.1,86.6,36858.4,36863.1,36860.8
2204.845,2204.79,2204.9,22,3.3,1.81,6.77,23.9,44.6,65,123,36863.1,36868.8,36866.0
2204.95,2204.9,2205,23,2.86,1.94,7.72,39.5,42.2,58.8,132,36868.8,36874.0,36871.4
2205.2,2205.1,2205.2,15.6,7.67,1.75,5.46,31.9,34.2,57.4,68.8,36879.3,36884.6,36882.0
2205.3,2205.2,2205.3,48.8,12,2.67,8.08,42.9,88.5,83.2,80.9,36884.6,36889.9,36887.3
2205.4,2205.3,2205.4,34.1,7.98,2.34,7.06,39.2,46.5,76.7,109,36889.9,36895.2,36892.6
2205.5,2205.4,2205.5,19.4,3.95,2.01,6.04,35.5,36,60.4,66.9,36895.2,36900.5,36897.9
2205.6,2205.5,2205.6,16.6,9.19,1.85,5.71,34.3,30.9,59.4,96.1,36900.5,36905.8,36903.2
2205.7,2205.6,2205.7,15.5,5.24,1.85,7.23,43.5,30.9,78.9,109,36905.8,36911.1,36908.5
2205.8,2205.7,2205.8,27.2,4.99,2.54,8.75,41.6,54.9,74.1,106,36911.1,36916.4,36913.8
2205.9,2205.8,2205.9,27.2,5.01,2.32,5.95,30.8,49.9,67.4,64.2,36916.4,36921.7,36919.1
2205.95,2205.9,2206,17,3.42,1.85,5.46,38.3,30.9,67.2,65.2,36921.7,36927.0,36924.4
2206.05,2206,2206.1,17.7,8.9,2.21,6.57,44.2,34.4,60.2,91,36927.0,36932.4,36929.7
2206.2,2206.1,2206.2,27.3,8.24,2.42,6.32,37.7,45.6,71.9,65,36932.4,36937.8,36935.1
2206.3,2206.2,2206.3,20.2,5.99,2.41,7.3,43.4,42.1,74,65.2,36937.8,36943.2,36940.5
2206.4,2206.3,2206.4,18,3.12,1.95,5.97,36.3,35.2,59.9,56.7,36943.2,36948.6,36945.9
2206.5,2206.4,2206.5,26.3,3.02,2.29,7.98,50.1,47.6,82.6,92.9,36948.6,36954.0,36951.3
2206.6,2206.5,2206.6,17.6,9.72,1.64,5.59,24,33.3,68.4,77.1,36954.0,36959.4,36956.7
2206.7,2206.6,2206.7,35.1,12.4,3.13,9.75,54.1,64.8,88.5,120,36959.4,36964.8,36962.1
2206.8,2206.7,2206.8,28.8,8.75,2.79,7.34,46.5,50.6,70.8,89.1,36964.8,36970.2,36967.5
2206.9,2206.8,2206.9,25.4,3.76,2.29,6.24,38.5,45.4,76.2,61.4,36970.2,36975.6,36972.9
2206.95,2206.9,2207,21.9,3.09,2.24,7.01,39.9,43.8,68,75.9,36975.6,36981.0,36978.3
2207.05,2207,2207.1,30,13.5,2.33,8.3,30.9,57.6,68,143,36981.0,36986.4,36983.7
2207.2,2207.1,2207.2,20.5,2.16,1.88,6.1,31.7,38.4,64.1,93.2,36986.4,36991.8,36989.1
2207.3,2207.2,2207.3,12.8,4.5,1.95,5.45,32,31.8,68.4,50.1,36991.8,36997.2,36994.5
2207.4,2207.3,2207.4,19.5,2.77,2,6.28,42.7,37.5,85.1,64.7,36997.2,37002.6,36999.9
2207.5,2207.4,2207.5,14.9,3.6,1.56,3.98,23.7,26.5,59.9,52.7,37002.6,37008.0,37005.3
2207.6,2207.5,2207.6,16.4,6.07,2.03,5.75,32.9,36.8,57.3,84.1,37008.0,37013.4,37010.7
2207.7,2207.6,2207.7,20.2,3.39,2.31,6.68,41.6,38.9,75.2,58,37013.4,37018.8,37016.1
2207.8,2207.7,2207.8,14.1,2.29,1.81,5.18,27,30.1,64.3,66.2,37018.8,37024.2,37021.5
2207.9,2207.8,2207.9,17.6,6.39,2.36,4.36,29.4,35.2,86.2,53.8,37024.2,37029.6,37026.9
2207.95,2207.9,2208,18.7,3.45,1.83,4.43,25.6,33.9,54.5,53.8,37029.6,37035.0,37032.3
2208.05,2208,2208.1,14.5,2.82,1.83,4.67,33.7,30.9,66.1,55.3,37035.0,37040.4,37037.7
2208.2,2208.1,2208.2,16.2,3.73,2.28,5.79,43.3,34.5,76.5,60.2,37040.4,37045.8,37043.1
2208.3,2208.2,2208.3,17.7,2.54,1.9,4.83,27.7,34.1,49.5,58.1,37045.8,37051.2,37048.5
2208.4,2208.3,2208.4,18.8,5.82,1.74,4.56,34.7,36.3,79.4,63.4,37051.2,37056.6,37053.9
2208.5,2208.4,2208.5,29.1,3.55,2.53,8.07,34.2,56.9,50.1,151,37056.6,37062.0,37059.3
2208.6,2208.5,2208.6,30.2,2.78,2.43,5.35,27.2,56.7,64.6,67.8,37062.0,37067.4,37064.7
2208.7,2208.6,2208.7,17.9,2.88,2.19,6.77,48.8,38.5,80.5,88.2,37067.4,37072.8,37070.1
2208.8,2208.7,2208.8,13.2,8.31,1.98,4.76,36.1,29.4,58.4,67.7,37072.8,37078.2,37075.5
2208.9,2208.8,2208.9,23.5,4.8,2.55,6.42,53,43.9,85.3,68.9,37078.2,37083.6,37080.9
2208.95,2208.9,2209,23.8,4.15,2.29,5.79,33.6,45.1,59.2,74.2,37083.6,37089.0,37086.3
2209.05,2209,2209.1,23.4,3.85,2.31,6.26,38.4,44.2,65.4,88.2,37089.0,37094.4,37091.7
2209.2,2209.1,2209.2,32.5,3.31,2.34,5.61,36.4,64.1,76,62.7,37094.4,37099.8,37097.1
2209.3,2209.2,2209.3,19.9,2.6,2.31,6.68,30.5,44,56,98.8,37099.8,37105.2,37102.5
2209.4,2209.3,2209.4,20.3,4.8,2.1,4.9,33,40.1,71.2,66.2,37105.2,37110.6,37107.9
2209.5,2209.4,2209.5,34.7,9.09,3.02,6.67,38.6,67.3,74.9,76.1,37110.6,37116.0,37113.3
2209.6,2209.5,2209.6,27.8,7.17,2.71,6.33,39,47.2,67.4,64.8,37116.0,37121.4,37118.7
2209.7,2209.6,2209.7,19.9,16.4,2.01,5.25,27.9,37.6,57.1,58.8,37121.4,37126.8,37124.1
2209.8,2209.7,2209.8,16,3.37,1.6,4,30.9,27.7,55,54.6,37126.8,37132.2,37129.5
2209.9,2209.8,2209.9,27.9,9.29,2.43,6.4,45.7,46.3,87.2,66,37132.2,37137.6,37134.9
2209.95,2209.9,2210,14.2,10.7,1.53,4.08,21.4,27.8,55.6,38.4,37137.6,37143.0,37140.3
2210.05,2210,2210.1,23.3,8.49,2.8,6.29,45.4,45.7,66.2,76.7,37143.0,37147.9,37145.5
2210.2,2210.1,2210.2,22.1,10.6,1.92,5.56,29,39.4,56.9,61.6,37147.9,37152.8,37150.4
2210.3,2210.2,2210.3,33.2,6.66,2.22,5.91,31.5,55.5,61.5,62.8,37152.8,37157.7,37155.3
2210.4,2210.3,2210.4,16.7,3.23,1.64,5.01,31.9,28.8,56.1,73,37157.7,37162.6,37160.2
2210.5,2210.4,2210.5,19.7,4.04,1.84,5.36,36.5,34.9,70.7,56,37162.6,37167.5,37165.1
2210.6,2210.5,2210.6,22.9,3.58,2.25,7.45,49.5,45.7,76.6,91.5,37167.5,37172.4,37170.0
2210.645,2210.6,2210.69,29.5,3.65,7.25,8.19,44.5,42.1,77.3,121,37172.4,37176.8,37174.6
2210.8,2210.7,2210.8,17.6,10.2,6.1,4.11,28.9,26.5,75.3,47.2,37177.3,37182.2,37179.8
2210.9,2210.8,2210.9,14,3.11,1.64,4.45,30.1,26.5,62.4,52.5,37182.2,37187.1,37184.7
2210.95,2210.9,2211,16.6,4.49,1.51,4.63,30.7,29.4,65.5,58.8,37187.1,37192.0,37189.6
2211.155,2211.11,2211.2,21.9,11.8,1.8,5.46,31.1,38.8,63.6,66.8,37198.1,37203.0,37200.6
2211.3,2211.2,2211.3,19.8,21.2,1.99,5.34,34.9,35.9,74.2,89.9,37203.0,37208.5,37205.8
2211.4,2211.3,2211.4,14.2,2.57,1.75,6.52,38.1,23.6,51.3,104,37208.5,37214.0,37211.3
2211.5,2211.4,2211.5,11.6,10.6,1.72,4.15,30.9,25.2,73.1,53.2,37214.0,37219.5,37216.8
2211.6,2211.5,2211.6,19.8,3.96,1.81,6.54,43.2,30.1,58.2,94.4,37219.5,37225.0,37222.3
2211.7,2211.6,2211.7,18.5,6.44,1.89,4.68,37.5,35.9,77.8,56.5,37225.0,37230.5,37227.8
2211.8,2211.7,2211.8,20.4,5.09,1.8,5.73,44.6,33.1,76.7,79.7,37230.5,37236.0,37233.3
2211.9,2211.8,2211.9,10.7,6.33,1.48,4.26,25.1,22.1,53.3,55.3,37236.0,37241.5,37238.8
2211.95,2211.9,2212,15.6,3.79,1.69,5.44,41.4,32.3,86.9,64.2,37241.5,37247.0,37244.3
2212.1,2212,2212.2,17.8,2.95,1.45,4.36,21.8,30.5,55.9,60.1,37247.0,37258.4,37252.7
2212.3,2212.2,2212.4,18.5,5.9,1.68,5.43,29.9,35.4,60.4,60.1,37258.4,37269.8,37264.1
2212.5,2212.4,2212.6,20.2,5.35,1.92,6.24,42.2,34.3,74.3,65.6,37269.8,37281.2,37275.5
2212.7,2212.6,2212.8,17.4,5.71,1.7,4.51,25.5,33.6,60.8,47.7,37281.2,37292.6,37286.9
2212.9,2212.8,2213,38.9,7.05,3.2,19.4,162,60.9,79.5,115,37292.6,37304.0,37298.3
2213.1,2213,2213.2,17.2,4.06,2.19,6.17,36.6,37.9,61.1,66.5,37304.0,37315.0,37309.5
2213.5,2213.4,2213.6,22.9,4.67,1.99,6.64,37.1,42.4,58.7,59.4,37326.0,37337.0,37331.5
2213.7,2213.6,2213.8,13.5,9.13,1.64,5.22,35.9,27.6,63.2,59.5,37337.0,37348.0,37342.5
2213.9,2213.8,2214,21.4,2.79,2.26,7.2,48.7,34.6,59.4,62.8,37348.0,37359.0,37353.5
2214.1,2214,2214.2,20.8,8.81,1.91,5.64,42.8,35.4,81.1,64.7,37359.0,37370.0,37364.5
2214.3,2214.2,2214.4,20.7,3.14,1.75,5.29,31.5,35.1,54.1,62.9,37370.0,37381.0,37375.5
2214.5,2214.4,2214.6,19.6,2.27,1.46,4.84,28.1,33.2,58.3,58.6,37381.0,37392.0,37386.5
2214.7,2214.6,2214.8,20.4,5.37,1.81,5.63,35.5,37.2,63.6,59.1,37392.0,37403.0,37397.5
2214.9,2214.8,2215,12.1,12,1.4,3.6,23.6,24.9,63.2,45.8,37403.0,37414.0,37408.5
2215.1,2215,2215.2,21.5,7.53,1.85,5.2,31.9,41.4,69.4,61.6,37414.0,37425.0,37419.5
2215.3,2215.2,2215.4,15.2,5.11,1.7,4.99,30.1,32.8,64.3,60.5,37425.0,37436.0,37430.5
2215.5,2215.4,2215.6,20.7,4.73,1.83,5.18,30.3,40.3,71,56.1,37436.0,37447.0,37441.5
2215.7,2215.6,2215.8,16.7,2.31,1.57,4.43,31.9,33.3,66.6,66.2,37447.0,37458.0,37452.5
2215.9,2215.8,2216,22.2,3.25,1.82,5.23,31.6,41.2,68.9,79.9,37458.0,37469.0,37463.5
2216.1,2216,2216.2,18.7,5.9,1.76,5.04,30.5,41.2,56.1,74.1,37469.0,37479.0,37474.0
2216.3,2216.2,2216.4,15.3,4.93,1.53,4.15,21.7,32.4,57.9,47.1,37479.0,37489.0,37484.0
2216.49,2216.4,2216.58,19.2,3.18,1.73,6.28,39,38.5,74.7,98.7,37489.0,37498.0,37493.5
2216.69,2216.58,2216.8,14,4.54,1.65,5.03,33.2,29,61.8,50.5,37498.0,37509.0,37503.5
2216.9,2216.8,2217,23.9,13.3,1.81,4.8,21.1,46,53.9,53.6,37509.0,37519.0,37514.0
2217.1,2217,2217.2,19.9,9.03,1.96,5.21,30.1,38,67.7,72.8,37519.0,37530.0,37524.5
2217.3,2217.2,2217.4,14.7,2.97,1.45,4.3,26.9,28.4,61,70.7,37530.0,37541.0,37535.5
2217.5,2217.4,2217.6,24.1,6.18,2.12,7.1,40.4,43.8,70.3,103,37541.0,37552.0,37546.5
2217.7,2217.6,2217.8,24.7,5.71,2,7.15,30.2,46.3,59.9,160,37552.0,37563.0,37557.5
2217.9,2217.8,2218,11.5,1.86,1.37,3.72,25,23.8,54.9,47.1,37563.0,37574.0,37568.5
2218.1,2218,2218.2,17.9,3.42,1.82,5.74,38.7,40.3,74,64.8,37574.0,37585.2,37579.6
2218.3,2218.2,2218.4,16.9,9.59,1.68,4.55,32.2,36.4,62.5,61.7,37585.2,37596.4,37590.8
2218.5,2218.4,2218.6,20.8,4.79,1.98,6.23,38.1,42.5,70.6,63.7,37596.4,37607.6,37602.0
2218.7,2218.6,2218.8,19.9,5.09,1.85,5.23,28.5,40.1,58,70.1,37607.6,37618.8,37613.2
2218.9,2218.8,2219,24.4,2.6,1.93,5.85,36.8,47.8,71.7,73.2,37618.8,37630.0,37624.4
2219.1,2219,2219.2,17.9,8.33,1.94,4.69,33.9,34.7,64.8,60.8,37630.0,37640.8,37635.4
2219.3,2219.2,2219.4,21,6.43,1.82,5.61,32,41.1,64.7,73.4,37640.8,37651.6,37646.2
2219.5,2219.4,2219.6,12.9,8.37,1.5,4.11,28.2,26.9,64.5,50.2,37651.6,37662.4,37657.0
2219.7,2219.6,2219.8,17.2,13.5,2.01,6.26,41.3,35,76.9,79.4,37662.4,37673.2,37667.8
2219.9,2219.8,2220,27.5,4.06,2.31,6.75,40.8,55.8,77.6,79.8,37673.2,37684.0,37678.6
2220.1,2220,2220.2,18.3,6.38,2.89,6.42,37.1,40,59.9,89.6,37684.0,37695.4,37689.7
2220.3,2220.2,2220.4,19.7,4.94,1.99,4.88,30.5,39.6,65.8,65.5,37695.4,37706.8,37701.1
2220.5,2220.4,2220.6,16.9,5.31,1.77,4.44,28.2,36.9,59.5,64.5,37706.8,37718.2,37712.5
2220.7,2220.6,2220.8,14.8,4,1.67,4.94,30.8,28.6,60.9,80,37718.2,37729.6,37723.9
2220.9,2220.8,2221,15.1,8.85,1.57,4.67,25.8,40.3,64.4,65.1,37729.6,37741.0,37735.3
2221.1,2221,2221.2,15,6.44,1.7,4.14,21.6,32.2,61.4,74.9,37741.0,37753.6,37747.3
2221.3,2221.2,2221.4,18.5,5.44,1.65,5.03,27.7,36.4,68.3,71.4,37753.6,37766.2,37759.9
2221.5,2221.4,2221.6,21.3,2.78,1.58,4.73,22.9,41.3,60.6,76.7,37766.2,37778.8,37772.5
2221.7,2221.6,2221.8,21.1,2.5,1.67,6.06,29,41.8,61.5,67.7,37778.8,37791.4,37785.1
2221.9,2221.8,2222,18.5,3.93,1.73,5.19,32.4,37.7,60.1,73.3,37791.4,37804.0,37797.7
2222.1,2222,2222.2,16.9,2.77,1.57,4.88,31.4,36.6,66.9,60.9,37804.0,37816.6,37810.3
2222.3,2222.2,2222.4,16.5,3.4,1.56,4.48,21,36.9,63.6,67.8,37816.6,37829.2,37822.9
2222.5,2222.4,2222.6,12.7,4.61,1.36,4.43,30.2,27.3,69.5,51.3,37829.2,37841.8,37835.5
2222.7,2222.6,2222.8,13.7,2.13,1.54,4.44,25.1,28.3,61.1,54.9,37841.8,37854.4,37848.1
2222.9,2222.8,2223,25.7,6.5,2.4,7.3,51.4,49.1,82.3,85.1,37854.4,37867.0,37860.7
2223.1,2223,2223.2,24.7,9.67,2.22,6.14,27.6,50.7,59.6,78,37867.0,37879.6,37873.3
2223.3,2223.2,2223.4,21.6,5.66,2.17,5.84,35.3,39.2,63.8,67,37879.6,37892.2,37885.9
2223.5,2223.4,2223.6,17.8,6.44,1.65,4.67,24,34.9,54.6,49.9,37892.2,37904.8,37898.5
