Age,EEI ,lower bound,upper bound
80750,-0.02392179963626,-0.0457422391296123,-0.0019556038231989
80850,-0.0258443305216606,-0.0472637502630378,-0.00435392722491444
80950,-0.0291497511908137,-0.0499233089671904,-0.00822556415367146
81050,-0.0337358344832535,-0.0537468832798404,-0.0137804817503086
81150,-0.0393558994944341,-0.0586520524859166,-0.0201166265218884
81250,-0.0456085150506144,-0.0649894841587009,-0.0263486221811111
81350,-0.0519968487119106,-0.0716203997249605,-0.0323054627103771
81450,-0.0579166460275658,-0.0780579531054051,-0.0376928390440983
81550,-0.0627020952014601,-0.0837067614809624,-0.0416431808028903
81650,-0.0662106811633348,-0.0880463771521489,-0.0447666876566461
81750,-0.0688363636407172,-0.0904547107173813,-0.0469710866606167
81850,-0.0708959086586182,-0.0930080971930885,-0.0489896108720385
81950,-0.0725477919217305,-0.0945166089248657,-0.0504654584351296
82050,-0.0738052696475641,-0.0960715767346092,-0.0517616339145555
82150,-0.0748238102749065,-0.0969095707056491,-0.0525754365265104
82250,-0.0758867913837657,-0.0978501854841733,-0.0538706737061477
82350,-0.0771600764127134,-0.0992997634203653,-0.0551954221207602
82450,-0.0786489615392192,-0.100611885906362,-0.0567749509979203
82550,-0.0802189000199826,-0.102212956883226,-0.0585911250841878
82650,-0.0818383854428962,-0.103588410958268,-0.0605518544847677
82750,-0.0835944280389062,-0.10539351425126,-0.062624495877854
82850,-0.0854308056547782,-0.107135989328233,-0.0647038786746039
82950,-0.0871050834462549,-0.108655307197859,-0.0660813467054551
83050,-0.0882336842992448,-0.109768532775227,-0.067245726798872
83150,-0.0886862698915947,-0.110052930624523,-0.0677876466347385
83250,-0.0885558226724415,-0.10971877921989,-0.0678436114294999
83350,-0.087773506543806,-0.109094581608013,-0.0672914134141934
83450,-0.0860959744466383,-0.107900336094644,-0.0654469851558233
83550,-0.0831379429577162,-0.105082861165402,-0.0627494610068545
83650,-0.0787535248234395,-0.100847894193482,-0.0584764313840797
83750,-0.0730572491629741,-0.0949106581436099,-0.0530590475402301
83850,-0.0660288186876634,-0.0876681284660673,-0.045993030382665
83950,-0.057480309823118,-0.0797387794045373,-0.0371882332168019
84050,-0.0471035904824311,-0.0696475794775411,-0.0267533744760256
84150,-0.034830116083097,-0.0577295721970847,-0.0138261817748939
84250,-0.0208692878329037,-0.044153469073787,0.0012070031298555
84350,-0.00536345035918293,-0.0293590782533512,0.0178109279885354
84450,0.011610961130501,-0.0135104993681872,0.0365820978418993
84550,0.030008966396519,0.0036260163324806,0.0566513917631102
84650,0.0497179751189675,0.021850337275583,0.0776074397787541
84750,0.0704973369052523,0.0410293871709804,0.100112425368864
84850,0.091997482873171,0.0610045904619122,0.123384935938722
84950,0.113722614574609,0.0808449133069448,0.147580404878829
85050,0.135025931990302,0.100058353934439,0.17057345531855
85150,0.15553645120263,0.118380637854305,0.193189759814863
85250,0.175066051364594,0.135574889001006,0.214654876133044
85350,0.193128612213453,0.150853280931352,0.235313799505345
85450,0.208841655081066,0.16461976716055,0.253832457130377
85550,0.221030475122649,0.175444841314113,0.266919664037676
85650,0.229485263009842,0.183164066148886,0.276199437401681
