Age,Depth,G. bulloides δ18O,G. bulloides δ13C,N. pachyderma s,Qz,Carb detr,Volcanic,Foram,IRD,Terr mine,SST sum,Foram plankt arctic,Foram plankt subpolar,Foram plankt subtropical,Foram plankt subtropica,Foram plankt tropical
67250.000,12.53,1.33,-0.31,2.17,0.23,0.00,0.00,97.75,0.23,1422,16.1,1.24,55.90,41.43,1.43,0.00
68100.000,12.56,1.43,-0.25,9.41,0.00,0.00,0.00,80.63,0.00,12016,15.3,0.55,51.99,44.98,2.48,0.00
68950.000,12.59,1.51,0.00,9.64,2.28,0.00,0.00,89.65,2.28,2963,14.9,1.06,58.67,38.31,1.96,0.00
69800.000,12.62,1.57,0.02,4.63,0.13,0.00,0.00,96.43,0.13,1829,16.5,0.71,55.25,40.96,3.08,0.00
70442.000,12.65,1.48,-0.25,3.09,0.26,0.00,0.00,98.43,0.26,492,17.0,0.41,55.79,40.38,3.43,0.00
71084.000,12.68,,,2.57,0.15,0.00,0.00,97.01,0.15,914,15.6,0.55,57.85,37.87,3.73,0.00
71725.000,12.71,1.36,-0.21,3.07,0.00,0.00,0.00,96.59,0.00,1091,17.1,0.50,49.75,45.41,4.34,0.00
72367.000,12.74,1.53,-0.13,2.36,0.10,0.00,0.00,98.06,0.10,1000,15.3,0.27,55.51,40.50,3.73,0.00
73008.000,12.77,1.44,-0.23,5.99,0.10,0.00,0.00,94.27,0.10,2462,15.7,0.33,55.23,41.53,2.91,0.00
73650.000,12.80,1.50,-0.06,9.35,0.08,0.00,0.00,97.65,0.08,800,14.7,0.81,54.86,41.89,2.43,0.00
74524.000,12.83,1.91,-0.30,4.78,0.00,0.00,0.00,90.19,0.00,4509,12.6,0.98,54.39,42.82,1.81,0.00
75398.000,12.86,1.27,-0.18,1.62,0.00,0.00,0.00,94.05,0.00,3314,14.3,0.67,61.68,35.63,2.02,0.00
76271.000,12.89,1.54,-0.18,1.54,0.00,0.00,0.00,98.53,0.00,602,12.7,2.71,57.76,36.12,3.41,0.00
77145.000,12.92,1.42,-0.24,1.24,0.09,0.00,0.00,97.19,0.09,1652,15.8,3.83,58.52,36.79,0.86,0.00
78019.000,12.95,,,0.55,0.39,0.00,0.00,98.18,0.39,2133,15.1,6.19,67.43,25.00,1.38,0.00
78893.000,12.98,1.38,-0.26,1.06,0.22,0.00,0.00,98.56,0.22,955,13.0,31.23,50.53,17.31,0.94,0.00
79767.000,13.01,1.02,-0.59,0.71,0.00,0.00,0.00,98.94,0.00,953,16.9,54.72,30.36,14.16,0.77,0.00
80640.000,13.04,1.41,-0.40,0.41,0.16,0.00,0.00,98.90,0.16,800,13.7,73.56,20.22,6.00,0.22,0.00
81514.000,13.07,,,0.55,0.10,0.00,0.00,97.52,0.10,776,14.2,43.27,42.79,13.58,0.36,0.00
82388.000,13.10,,,0.50,0.24,0.00,0.00,98.81,0.24,1662,16.3,47.58,40.53,11.16,0.73,0.00
83262.000,13.13,1.05,-0.55,0.27,0.00,0.00,0.00,99.31,0.00,1707,14.7,18.49,58.90,19.29,3.31,0.00
84136.000,13.16,1.19,-0.30,0.33,0.24,0.00,0.00,98.87,0.24,1280,12.4,2.89,56.77,36.04,4.30,0.00
85010.000,13.19,0.88,-0.54,0.81,2.17,0.00,0.00,91.79,2.17,4630,12.1,1.08,49.31,44.55,5.07,0.00
85883.000,13.22,1.58,-0.53,0.98,0.00,0.00,0.00,98.14,0.00,448,16.1,1.77,56.59,37.70,3.94,0.00
86757.000,13.25,1.57,-0.49,0.67,0.17,0.00,0.00,99.67,0.17,121,11.6,1.06,53.25,42.10,3.59,0.00
87631.000,13.28,2.10,-0.34,2.71,0.00,0.00,0.00,99.09,0.00,1138,11.6,1.21,55.15,39.24,4.24,0.15
88505.000,13.31,2.82,0.11,3.83,0.00,0.00,0.00,99.27,0.00,960,10.8,0.31,62.48,34.22,2.98,0.00
89379.000,13.34,2.07,-0.02,6.19,0.00,0.00,0.00,99.55,0.00,400,10.7,1.30,57.31,38.15,3.25,0.00
90253.000,13.37,,,31.23,0.00,0.00,0.00,98.63,0.00,1280,9.4,1.34,64.84,31.01,2.82,0.00
91126.000,13.40,2.12,0.04,54.72,0.00,0.00,0.00,94.56,0.00,6133,8.3,0.97,64.68,32.40,1.95,0.00
92000.000,13.43,1.96,0.02,73.56,0.33,0.00,0.00,75.91,0.33,7300,5.5,0.99,60.36,36.68,1.97,0.00
92613.000,13.46,2.69,-0.13,43.27,0.56,0.00,0.00,93.98,0.56,5400,8.2,1.67,62.77,33.39,2.17,0.00
93226.000,13.49,2.49,-0.24,47.58,0.80,0.00,0.00,93.90,0.80,288,8.7,0.73,59.89,35.35,4.03,0.00
93839.000,13.52,1.83,-0.30,18.49,0.10,0.00,0.00,92.32,0.10,7400,8.7,0.60,60.14,36.47,2.78,0.00
94452.000,13.55,1.55,-0.42,2.89,0.00,0.09,0.00,97.85,0.09,1670,12.7,0.21,61.49,34.00,4.30,0.00
95065.000,13.58,1.47,-0.55,1.08,0.00,0.00,0.00,98.80,0.00,595,18.6,0.76,61.15,34.85,3.25,0.00
95677.000,13.61,1.41,-0.72,1.77,0.00,0.00,0.00,99.61,0.00,210,13.5,0.38,60.08,37.26,2.28,0.00
96290.000,13.64,1.22,-0.38,1.06,0.00,0.00,0.00,98.72,0.00,877,16.9,0.69,59.76,36.79,2.76,0.00
96903.000,13.67,1.81,-0.65,1.21,0.00,0.00,0.00,96.82,0.00,2011,16.8,0.63,59.81,38.19,1.37,0.00
97516.000,13.70,1.27,-0.63,0.31,0.00,0.00,0.00,98.20,0.00,1113,14.1,1.26,59.61,37.49,1.64,0.00
98129.000,13.73,1.34,-0.72,1.30,0.00,0.00,0.00,98.44,0.00,1067,14.3,1.36,54.95,41.83,1.86,0.00
98742.000,13.76,1.44,-0.94,1.34,0.00,0.00,0.00,96.14,0.00,2757,16.6,0.56,48.78,47.65,3.00,0.00
99355.000,13.79,1.13,-0.93,0.97,0.00,0.00,0.00,96.28,0.00,2198,14.4,1.32,42.67,52.49,3.52,0.00
99968.000,13.82,1.44,-0.74,0.99,0.00,0.00,0.00,93.86,0.00,3271,14.5,1.17,48.25,48.02,2.56,0.00
100581.000,13.85,1.55,-0.74,1.67,0.00,0.00,0.00,96.41,0.00,1736,14.4,0.93,55.26,42.42,1.40,0.00
101194.000,13.88,1.55,-1.04,0.73,0.00,0.00,0.00,99.30,0.00,427,16.5,2.50,55.95,40.09,1.47,0.00
101806.000,13.91,1.64,-0.82,0.60,0.00,0.00,0.00,98.60,0.00,392,14.4,2.33,53.24,42.35,2.08,0.00
102419.000,13.94,1.53,-0.92,0.21,0.00,0.00,0.00,99.80,0.00,112,16.3,6.54,48.69,43.46,1.31,0.00
103032.000,13.97,1.27,-1.16,0.76,0.00,0.00,0.00,98.54,0.00,800,14.2,3.52,51.85,43.89,0.74,0.00
103645.000,14.00,1.32,-1.05,0.38,0.00,0.00,0.00,99.03,0.00,441,14.4,2.27,51.07,45.94,0.72,0.00
104258.000,14.03,1.37,-1.05,0.69,0.00,0.00,0.00,98.67,0.00,800,14.3,1.40,50.45,46.87,1.28,0.00
104871.000,14.06,1.25,-0.97,0.63,0.00,0.00,0.00,97.59,0.00,1371,14.6,1.71,47.65,48.93,1.71,0.00
105484.000,14.09,1.34,-0.88,1.26,0.00,0.00,0.00,99.62,0.00,203,14.6,0.85,55.16,40.45,3.54,0.00
106097.000,14.12,1.29,-1.17,1.36,0.00,0.00,0.00,98.57,0.00,1707,15.4,0.33,60.47,35.11,4.10,0.00
106710.000,14.15,0.94,-1.49,0.56,0.00,0.00,0.00,97.17,0.00,1280,18.7,0.87,62.46,33.04,3.63,0.00
107323.000,14.18,0.68,-0.87,1.32,0.00,0.00,0.00,96.72,0.00,1324,18.3,1.88,55.02,36.99,6.11,0.00
107935.000,14.21,1.34,-0.96,1.17,0.00,0.00,0.00,99.56,0.00,237,17.7,8.98,48.94,39.27,2.82,0.00
108548.000,14.24,1.11,-1.03,0.93,0.09,0.00,0.00,98.75,0.09,723,15.9,19.34,47.81,31.13,1.72,0.00
109161.000,14.27,1.11,-1.04,2.50,0.00,0.00,0.00,98.06,0.00,1018,17.6,5.62,57.61,35.14,1.63,0.00
109774.000,14.30,1.09,-1.43,2.33,0.00,0.00,0.00,98.60,0.00,711,17.7,2.02,60.18,34.50,3.30,0.00
110387.000,14.33,1.77,-0.60,6.54,0.00,0.00,0.00,77.17,0.00,13371,18.1,1.59,60.17,35.79,2.45,0.00
111000.000,14.36,2.05,-0.71,3.52,0.00,0.00,0.00,92.65,0.00,4693,15.4,0.65,57.83,38.64,2.87,0.00
111202.000,14.39,1.87,-0.83,2.27,0.22,0.00,0.00,91.83,0.22,9354,17.5,0.35,63.86,35.09,0.70,0.00
111405.000,14.42,1.09,-1.10,1.40,0.00,0.00,0.00,95.87,0.00,2473,17.7,1.11,59.24,37.28,2.37,0.00
111607.000,14.45,1.27,-1.10,1.71,0.00,0.00,0.00,96.75,0.00,2133,17.9,0.52,57.29,37.50,4.69,0.00
111809.000,14.48,1.25,-1.27,0.85,0.13,0.00,0.00,96.23,0.13,2715,17.2,1.07,64.61,30.29,4.04,0.00
112011.000,14.51,0.93,,0.33,0.00,0.00,0.00,98.09,0.00,1152,16.7,1.02,64.14,31.90,2.94,0.00
112214.000,14.54,0.95,-1.48,0.87,0.00,0.00,0.00,98.32,0.00,865,15.8,1.03,56.26,36.52,6.19,0.00
112416.000,14.57,1.28,-1.47,1.88,0.00,0.00,0.00,89.16,0.00,6737,18.3,1.76,53.76,39.84,4.64,0.00
112618.000,14.60,1.49,-1.27,8.98,0.00,0.00,0.00,74.46,0.00,14545,16.7,0.47,57.35,35.86,6.32,0.00
112821.000,14.63,2.14,-0.68,19.34,0.00,0.00,0.00,79.04,0.00,11771,11.2,0.48,45.08,46.52,7.91,0.00
113023.000,14.66,1.82,-0.25,5.62,0.00,0.00,0.00,89.06,0.00,6788,11.7,1.90,55.84,37.56,4.70,0.00
113225.000,14.69,1.84,-0.47,2.02,0.00,0.00,0.00,93.62,0.00,4864,12.8,1.48,48.98,41.37,8.16,0.00
113427.000,14.72,1.49,-0.65,1.59,0.00,0.00,0.00,97.51,0.00,1745,12.3,1.44,65.59,28.46,4.42,0.08
113630.000,14.75,1.48,-0.79,0.65,0.00,0.00,0.00,97.98,0.00,1249,14.0,3.19,59.42,33.13,4.26,0.00
113832.000,14.78,1.14,-0.94,0.35,0.00,0.00,0.00,97.63,0.00,1723,12.3,2.37,61.51,32.02,4.10,0.00
114034.000,14.81,1.15,-0.73,1.11,0.00,0.00,0.00,99.08,0.00,300,12.2,0.93,56.98,36.05,5.81,0.23
114237.000,14.84,1.12,-0.73,0.52,0.00,0.00,0.00,96.77,0.00,2029,14.6,1.81,54.15,38.61,5.28,0.15
114439.000,14.87,1.15,-1.00,1.07,0.00,0.00,0.00,99.76,0.00,123,16.1,1.46,51.54,41.17,5.35,0.49
114641.000,14.90,1.01,-0.72,1.02,0.00,0.00,0.00,99.34,0.00,392,17.6,3.54,55.24,35.85,4.76,0.61
114843.000,14.93,1.13,-0.84,1.03,0.00,0.00,0.00,97.31,0.00,1676,16.1,4.35,54.48,35.55,5.50,0.13
115046.000,14.96,1.34,-0.90,1.76,0.00,0.00,0.00,96.07,0.00,2600,18.3,4.65,58.76,32.06,4.41,0.12
115248.000,14.99,1.74,-0.47,0.47,0.00,0.00,0.00,97.25,0.00,1745,15.9,6.90,51.04,35.96,5.78,0.32
116042.000,15.02,0.75,-1.09,0.48,0.00,0.00,0.00,95.56,0.00,1778,19.1,25.93,38.79,30.99,4.09,0.19
116836.000,15.05,0.75,-0.79,1.90,0.00,0.00,0.00,97.55,0.00,703,18.3,42.60,35.47,20.50,1.43,0.00
117630.000,15.08,0.85,-1.00,1.48,0.00,0.00,0.00,97.51,0.00,605,18.3,46.39,39.84,12.70,1.07,0.00
118424.000,15.11,1.28,-0.87,1.44,0.08,0.00,0.00,96.95,0.08,1126,17.7,38.33,43.55,17.07,1.05,0.00
119218.000,15.14,1.72,-0.46,3.19,0.00,0.00,0.00,93.31,0.00,2076,17.7,29.15,47.85,22.30,0.70,0.00
120012.000,15.17,0.84,-0.50,2.37,0.29,0.00,0.00,96.18,0.29,2249,18.6,8.76,61.29,27.19,2.76,0.00
120806.000,15.20,0.28,-0.88,0.93,0.40,0.00,0.00,90.85,0.40,4146,18.3,22.12,53.00,24.04,0.84,0.00
121600.000,15.23,0.76,-0.64,1.81,0.00,0.00,0.00,94.17,0.00,1461,18.6,15.69,62.77,20.92,0.62,0.00
122394.000,15.26,0.88,-1.33,1.46,0.30,0.00,0.00,96.09,0.30,945,19.0,14.93,62.19,22.39,0.50,0.00
123188.000,15.29,0.50,-1.73,3.54,0.12,0.00,0.00,98.15,0.12,1067,18.4,20.50,56.64,22.27,0.59,0.00
123982.000,15.32,0.77,-1.72,4.35,0.11,0.00,0.00,94.34,0.11,2133,18.3,7.50,65.97,24.08,2.44,0.00
124776.000,15.35,0.43,-1.43,4.65,0.00,0.00,0.00,95.29,0.00,2495,17.8,4.96,61.95,30.62,2.48,0.00
125570.000,15.38,0.42,-1.63,6.90,0.14,0.00,0.00,94.63,0.14,4504,19.1,4.36,63.01,28.39,4.23,0.00
126364.000,15.41,0.43,-1.81,25.93,0.77,0.00,0.00,93.26,0.77,2200,12.8,1.34,68.61,27.62,2.43,0.00
127776.000,15.44,1.41,-1.19,42.60,0.38,0.00,0.00,88.68,0.38,5538,8.5,1.16,73.50,23.15,2.20,0.00
129188.000,15.47,1.41,-1.19,46.39,0.33,0.00,0.00,89.59,0.33,5785,8.3,1.48,73.26,23.19,2.07,0.00
130599.000,15.50,2.41,-0.95,38.33,0.76,0.00,0.00,91.77,0.76,3456,8.6,0.50,70.60,26.91,1.99,0.00
132011.000,15.53,2.73,-0.97,29.15,0.82,0.00,0.00,92.84,0.82,4308,10.6,1.90,75.70,21.38,1.02,0.00
133423.000,15.56,2.53,-0.97,8.76,0.40,0.00,0.00,90.82,0.40,2538,14.6,2.26,70.62,25.61,1.51,0.00
133856.000,15.59,3.01,-0.93,22.12,0.11,0.00,0.00,92.25,0.11,5009,11.5,1.81,66.06,31.05,1.08,0.00
134289.000,15.62,3.23,-0.87,15.69,0.00,0.00,0.00,97.65,0.00,1113,15.2,1.82,67.48,27.96,2.74,0.00
134723.000,15.65,3.03,-1.07,14.93,0.00,0.00,0.00,95.12,0.00,2708,16.6,3.04,69.76,24.16,3.04,0.00
135156.000,15.68,3.43,-0.82,20.50,0.00,0.00,0.00,89.93,0.00,5376,11.5,5.08,61.02,32.42,1.48,0.00
135589.000,15.71,3.05,-0.99,7.50,0.00,0.00,0.00,87.48,0.00,8046,15.8,2.77,67.52,28.32,1.39,0.00
136022.000,15.74,2.82,-0.76,4.96,0.00,0.00,0.00,98.06,0.00,914,13.9,3.17,65.54,31.29,0.00,0.00
136456.000,15.77,2.86,-0.97,4.36,0.00,0.00,0.00,95.26,0.00,2873,14.3,1.01,65.94,32.21,0.84,0.00
136889.000,15.80,2.54,-0.79,1.34,0.00,0.00,0.00,98.71,0.00,753,13.8,1.54,70.66,26.25,1.54,0.00
137322.000,15.83,2.62,-1.36,1.16,0.00,0.00,0.00,93.91,0.00,3918,15.4,3.16,64.56,30.70,1.58,0.00
137755.000,15.86,2.62,-0.82,1.48,0.00,0.00,0.00,96.03,0.00,2000,16.2,2.22,64.67,30.89,2.22,0.00
138189.000,15.89,2.60,-0.96,0.50,0.00,0.00,0.00,96.39,0.00,1969,14.4,1.96,63.83,33.33,0.87,0.00
138622.000,15.92,2.60,-0.97,1.90,0.00,0.00,0.00,93.98,0.00,3874,15.4,1.85,60.65,35.42,2.08,0.00
139055.000,15.95,2.59,-0.82,2.26,0.00,0.00,0.00,97.88,0.00,1280,14.1,1.61,67.51,29.26,1.61,0.00
139488.000,15.98,2.67,-0.98,1.81,0.00,0.00,0.00,96.13,0.00,2076,13.7,3.02,73.79,22.98,0.20,0.00
139922.000,16.01,2.61,-1.03,1.82,0.00,0.00,0.00,92.88,0.00,4320,15.3,2.89,69.83,26.86,0.41,0.00
140355.000,16.04,2.70,-0.76,3.04,0.00,0.00,0.00,91.92,0.00,4571,14.6,3.21,75.50,20.62,0.67,0.00
140788.000,16.07,3.21,-1.03,5.08,0.00,0.00,0.00,92.09,0.00,4141,14.7,2.83,75.22,21.30,0.65,0.00
141041.000,16.10,3.19,-0.84,2.77,1.24,0.00,0.00,75.97,1.24,9437,14.3,1.56,74.22,23.74,0.49,0.00
141293.000,16.13,2.73,-1.22,3.17,0.00,0.00,0.00,87.42,0.00,9244,13.6,2.12,70.13,27.33,0.42,0.00
141546.000,16.16,2.24,-1.08,1.01,0.15,0.00,0.00,93.41,0.15,3911,14.3,4.27,64.00,30.93,0.80,0.00
141799.000,16.19,2.42,-1.10,1.54,0.00,0.00,0.00,93.28,0.00,4267,14.7,2.22,58.89,37.11,1.78,0.00
142052.000,16.22,2.38,-1.08,3.16,0.00,0.00,0.00,94.98,0.00,3467,14.3,3.23,68.08,27.07,1.62,0.00
142304.000,16.25,2.39,-1.00,2.22,0.00,0.00,0.00,96.15,0.00,1067,14.1,3.62,72.48,23.49,0.40,0.00
142557.000,16.28,2.48,-0.83,1.96,0.17,0.00,0.00,92.50,0.17,3610,17.4,4.35,71.74,23.26,0.65,0.00
142810.000,16.31,2.33,-0.95,1.85,0.00,0.00,0.00,95.22,0.00,2844,14.7,2.98,67.90,27.83,1.28,0.00
143062.000,16.34,2.36,-0.99,1.61,0.00,0.00,0.00,89.94,0.00,5943,13.7,3.72,76.11,19.31,0.86,0.00
143315.000,16.37,2.61,-0.96,3.02,0.18,0.00,0.00,95.75,0.18,2327,15.0,8.28,75.95,15.10,0.67,0.00
143568.000,16.40,2.82,-0.81,2.89,0.00,0.00,0.00,97.71,0.00,960,14.0,12.06,70.89,16.05,1.00,0.00
143820.000,16.43,2.50,-1.14,3.21,0.12,0.00,0.00,96.27,0.12,3429,15.7,9.79,69.23,19.23,1.75,0.00
144073.000,16.46,2.79,-0.82,2.83,0.20,0.00,0.00,97.54,0.20,1371,15.6,17.40,64.79,17.67,0.14,0.00
144326.000,16.49,2.67,-0.81,1.56,0.00,0.00,0.00,95.74,0.00,1200,14.1,20.38,60.27,18.66,0.68,0.00
144579.000,16.52,3.15,-0.83,2.12,0.00,0.00,0.00,91.47,0.00,4329,12.8,15.83,60.32,23.39,0.46,0.00
144831.000,16.55,3.28,-0.69,4.27,0.00,0.00,0.00,97.04,0.00,1477,12.9,8.11,61.26,28.60,2.03,0.00
145084.000,16.58,3.01,-1.03,2.22,0.00,0.00,0.00,93.26,0.00,2057,12.4,7.58,60.48,29.74,2.20,0.00
145337.000,16.61,2.92,-1.09,3.23,0.00,0.00,0.00,86.54,0.00,5964,13.5,5.77,62.43,29.42,2.39,0.00
145589.000,16.64,3.46,-0.81,3.62,0.00,0.00,0.00,95.18,0.00,2286,13.6,6.54,59.32,31.72,2.42,0.00
145842.000,16.67,3.13,-0.95,4.35,0.20,0.00,0.00,97.26,0.20,933,13.6,19.92,55.69,23.98,0.41,0.00
146095.000,16.70,2.91,-0.77,2.98,0.00,0.00,0.00,91.83,0.00,4000,14.1,13.42,65.22,20.04,1.32,0.00
146347.000,16.73,2.88,-0.88,3.72,0.00,0.00,0.00,94.02,0.00,6400,14.6,14.63,67.03,17.90,0.44,0.00
146600.000,16.76,2.86,-0.75,8.28,0.27,0.00,0.00,84.39,0.27,9943,15.9,21.76,64.12,13.33,0.78,0.00
146853.000,16.79,3.11,-0.73,12.06,0.41,0.00,0.00,86.55,0.41,9371,11.9,8.72,49.33,38.26,3.69,0.00
147106.000,16.82,2.94,-0.93,9.79,0.00,0.00,0.00,87.68,0.00,5733,14.9,32.89,52.77,13.96,0.38,0.00
147358.000,16.85,3.26,-0.66,17.40,0.48,0.00,0.00,90.26,0.48,4686,13.5,29.30,48.28,21.93,0.49,0.00
147611.000,16.88,3.14,-0.83,20.38,0.31,0.00,0.16,95.94,0.47,2311,9.8,2.08,63.89,28.73,5.29,0.00
147864.000,16.91,2.90,-0.65,15.83,0.16,0.00,0.00,79.47,0.16,8123,16.0,5.56,67.83,23.51,3.10,0.00
148116.000,16.94,2.87,-0.72,8.11,0.45,0.00,0.00,76.27,0.45,10667,18.2,6.47,70.50,21.73,1.29,0.00
148369.000,16.97,2.37,-1.02,7.58,1.45,0.00,0.00,61.53,1.45,17219,16.9,7.47,74.34,16.49,1.71,0.00
148622.000,17.00,2.64,-0.88,5.77,0.30,0.00,0.00,86.03,0.30,6539,15.7,13.61,78.60,7.40,0.40,0.00
148874.000,17.03,2.39,-1.07,6.54,0.57,0.00,0.00,75.11,0.57,10831,16.5,6.42,69.95,20.41,3.21,0.00
149127.000,17.06,3.14,-0.52,19.92,0.16,0.00,0.00,83.06,0.16,6933,15.4,6.27,76.78,16.10,0.85,0.00
149380.000,17.09,2.53,-0.95,13.42,0.13,0.00,0.00,73.30,0.13,16640,16.0,21.86,63.08,13.86,1.19,0.00
149633.000,17.12,3.03,-0.57,14.63,0.00,0.00,0.00,89.59,0.00,3733,14.5,8.08,69.17,19.74,3.01,0.00
149885.000,17.15,2.96,-0.87,21.76,0.17,0.00,0.00,90.82,0.17,4320,14.6,7.95,67.05,21.69,3.31,0.00
150138.000,17.18,2.60,-0.92,8.72,0.82,0.00,0.00,91.78,0.82,3000,18.4,7.33,66.94,22.64,3.09,0.00
150391.000,17.21,2.84,-0.98,32.89,2.75,0.00,0.00,75.88,2.75,12267,9.8,8.92,67.42,22.35,1.31,0.00
150643.000,17.25,2.52,-1.12,29.30,0.81,0.00,0.00,81.00,0.81,21867,10.9,18.93,62.14,17.28,1.65,0.00
150896.000,17.27,1.94,-1.32,2.08,0.00,0.00,0.00,98.33,0.00,800,16.1,26.82,60.15,12.03,1.00,0.00
151149.000,17.30,1.91,-1.29,5.56,0.11,0.00,0.00,96.80,0.11,2240,16.1,13.30,62.05,22.71,1.94,0.00
151401.000,17.33,2.47,-1.08,6.47,0.12,0.00,0.00,96.88,0.12,1387,13.5,20.80,62.56,15.77,0.87,0.00
151654.000,17.36,3.71,-1.24,7.47,0.57,0.00,0.00,93.75,0.57,2933,16.2,21.81,65.64,12.16,0.39,0.00
151907.000,17.39,2.97,-0.88,13.61,0.21,0.00,0.00,83.67,0.21,8800,16.6,26.51,63.42,10.07,0.00,0.00
152160.000,17.42,2.94,-0.96,6.42,0.27,0.00,0.00,90.85,0.27,4533,14.9,29.14,57.92,12.20,0.73,0.00
152412.000,17.45,3.14,-1.07,6.27,0.54,0.00,0.00,82.97,0.54,7900,15.3,21.47,67.80,10.17,0.56,0.00
152665.000,17.48,2.39,-0.84,21.86,0.60,0.00,0.00,88.06,0.60,6857,13.7,10.48,77.22,12.07,0.23,0.00
152918.000,17.51,2.57,-1.30,8.08,0.16,0.00,0.00,90.19,0.16,6200,17.9,4.32,82.07,13.17,0.43,0.00
153170.000,17.54,2.31,-1.47,7.95,0.44,0.00,0.00,72.15,0.44,14400,16.9,7.76,81.15,11.09,0.00,0.00
153423.000,17.57,2.56,-1.50,7.33,1.64,0.00,0.00,79.11,1.64,8900,13.3,16.89,70.39,12.28,0.44,0.00
153676.000,17.60,3.01,-1.21,8.92,3.16,0.00,0.00,72.99,3.16,11667,14.3,12.50,68.65,18.85,0.00,0.00
153928.000,17.63,2.11,-1.62,18.93,4.10,0.00,0.55,73.22,4.64,7840,9.4,20.89,65.99,12.68,0.43,0.00
154181.000,17.66,2.90,-1.25,26.82,2.14,0.00,0.00,68.72,2.14,15600,9.5,21.58,69.47,8.57,0.38,0.00
154434.000,17.69,2.11,-0.87,13.30,1.87,0.00,0.08,51.26,1.95,27429,17.0,39.61,51.65,8.35,0.39,0.00
154687.000,17.72,3.59,-0.84,20.80,2.16,0.00,0.13,80.71,2.28,15200,9.4,28.38,62.59,8.19,0.83,0.00
154939.000,17.75,3.19,-0.93,21.81,2.50,0.00,0.10,59.04,2.60,28400,9.3,29.62,57.92,12.45,0.00,0.00
155192.000,17.78,3.26,-1.31,26.51,4.03,0.00,0.20,68.95,4.23,10267,9.5,18.76,64.68,16.11,0.44,0.00
155445.000,17.81,3.00,-1.15,29.14,2.62,0.00,0.26,77.49,2.88,11467,9.3,29.50,61.30,8.43,0.77,0.00
155697.000,17.84,3.02,-0.99,21.47,2.20,0.00,0.00,60.06,2.20,20320,9.8,20.91,67.68,10.27,1.14,0.00
155950.000,17.87,3.16,-0.91,10.48,1.05,0.00,0.00,81.18,1.05,3927,14.6,29.85,53.88,14.81,1.46,0.00
156203.000,17.90,3.16,-1.14,4.32,0.86,0.00,0.17,86.23,1.03,4000,15.9,19.30,58.45,21.18,1.07,0.00
156456.000,17.93,2.75,-0.33,7.76,0.55,0.00,0.00,86.89,0.55,14400,13.6,10.12,59.29,28.00,2.59,0.00
156708.000,17.96,3.18,-1.18,16.89,2.57,0.00,0.00,75.79,2.57,4267,9.9,17.83,60.84,20.63,0.70,0.00
156877.000,17.98,3.05,-1.06,12.50,3.42,0.00,0.00,72.15,3.42,733,10.4,19.52,54.88,23.02,2.58,0.00
157214.000,18.02,2.86,-1.09,20.89,8.87,0.00,0.00,70.75,8.87,7750,9.1,42.14,44.07,12.76,1.04,0.00
157466.000,18.05,3.12,-1.08,21.58,1.49,0.00,0.00,79.36,1.49,18700,8.7,61.80,26.48,11.11,0.61,0.00
157719.000,18.08,2.99,-0.87,39.61,4.64,0.00,0.00,63.07,4.64,34200,9.3,13.61,60.36,24.85,1.18,0.00
157972.000,18.11,3.12,-1.14,28.38,2.65,0.00,0.16,50.14,2.81,7683,8.3,5.74,68.87,24.00,1.39,0.00
158224.000,18.14,3.02,-1.30,29.62,1.62,0.00,0.00,82.92,1.62,7733,8.9,2.36,66.08,29.79,1.77,0.00
158477.000,18.17,3.47,-0.97,18.76,1.23,0.00,0.00,74.89,1.23,16400,9.6,6.47,65.42,25.87,2.24,0.00
158730.000,18.20,2.74,-0.95,29.50,1.88,0.00,0.00,37.49,1.88,2217,9.5,52.02,41.67,6.06,0.25,0.00
158983.000,18.23,3.45,-1.08,20.91,2.23,0.00,0.00,65.49,2.23,18600,9.9,4.26,68.76,26.57,0.41,0.00
159235.000,18.26,2.91,-1.16,29.85,2.07,0.00,0.30,83.43,2.37,7467,9.8,3.62,63.92,31.63,0.82,0.00
159488.000,18.29,2.78,-0.51,19.30,0.63,0.00,0.00,89.26,0.63,5181,16.4,1.42,66.15,31.16,1.27,0.00
159741.000,18.32,2.60,-0.75,10.12,0.31,0.00,0.00,90.64,0.31,9366,19.3,2.60,62.81,33.55,1.04,0.00
159993.000,18.35,2.96,-0.86,17.83,0.18,0.00,0.00,63.28,0.18,2943,13.6,1.55,66.19,32.15,0.11,0.00
160246.000,18.38,2.80,-0.78,19.52,0.53,0.00,0.00,83.60,0.53,8267,9.4,7.38,60.92,30.46,1.23,0.00
160499.000,18.41,2.52,-1.07,42.14,0.33,0.00,0.00,84.23,0.33,9600,9.6,6.68,67.61,25.45,0.26,0.00
160751.000,18.44,2.51,-1.14,61.80,0.14,0.00,0.00,98.88,0.14,640,8.3,8.57,57.50,31.79,2.14,0.00
161004.000,18.47,2.62,-1.31,13.61,0.00,0.00,0.00,94.50,0.00,4400,17.8,9.89,63.69,24.93,1.49,0.00
161257.000,18.50,2.39,-1.14,5.74,0.00,0.00,0.00,94.02,0.00,2667,15.6,3.69,62.41,31.45,2.46,0.00
161510.000,18.53,2.60,-1.31,2.36,0.00,0.00,0.00,99.43,0.00,320,11.7,24.68,56.49,17.81,1.02,0.00
161762.000,18.56,2.74,-1.11,6.47,0.45,0.00,0.00,95.06,0.45,1467,14.9,0.48,60.87,36.23,2.42,0.00
